Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.515 [0.496-0.53],1.000e-315,***,Cystitis,Genitourinary
J10_ACUTEUPPERINFEC,241,0.470 [0.414-0.53],1.444e-55,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_URINOTH,1485,0.405 [0.389-0.42],1.000e-315,***,Other diseases of urinary system,Genitourinary
K11_OTHDISDIG,25,0.384 [0.351-0.42],9.011e-112,***,Other diseases of the digestive system,Digestive
J10_INFLUPNEU,534,0.359 [0.330-0.39],2.481e-117,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.334 [0.306-0.36],8.416e-118,***,Acute upper respiratory infections,Respiratory
KRA_PSY_ANYMENTAL,2504,0.327 [0.314-0.34],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.291 [0.277-0.31],1.000e-315,***,Diseases of male genital organs,Genitourinary
AB1_OTHER_BACTERIAL,478,0.290 [0.260-0.32],5.862e-73,***,Other bacterial diseases,Infectious and parasitic
AB1_BACT_INTEST_OTH,357,0.213 [0.208-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
H8_EXTERNAL,828,0.176 [0.168-0.18],1.000e-315,***,Diseases of external ear,Ear and mastoid
N14_PROSTHYPERPLA,3794,0.165 [0.158-0.17],1.000e-315,***,Hyperplasia of prostate,Genitourinary
E4_HYPERLIPNAS,1251,0.164 [0.147-0.18],1.064e-69,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
F5_DEPRESSIO,2165,0.154 [0.143-0.16],1.046e-174,***,Depression,Mental and behavioural
E4_LIPOPROTNAS,242,0.145 [0.113-0.18],1.226e-13,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
J10_UPPERDIS,4085,0.136 [0.123-0.15],2.102e-94,***,Other diseases of upper respiratory tract,Respiratory
H7_CHALAZION,671,0.135 [0.128-0.14],1.000e-315,***,Chalazion,Eye and adnexa
E4_FH,518,0.132 [0.111-0.15],5.686e-32,***,Familial hypercholesterolemia,Endocrine and metabolic
L12_INFECT_SKIN,518,0.130 [0.115-0.15],1.411e-53,***,Infections of the skin and subcutaneous tissue,Skin
M13_SYNOTEND,1267,0.127 [0.114-0.14],3.672e-75,***,Disorders of synovium and tendon,Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.126 [0.110-0.14],5.968e-46,***,Disorders of skin appendages,Skin
I9_POSTAMI,149,0.125 [0.100-0.15],9.907e-18,***,Status post-ami,Circulatory
C_DIFFICILE_ENTEROCOLITIS,2693,0.124 [0.121-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
MEMLOSS,48,0.116 [0.080-0.15],1.179e-04,***,Memory loss,Mental and behavioural
O15_PREG_OTHER_MAT_DISORD,1961,0.109 [0.098-0.12],1.676e-82,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
N14_URETHRAOTH,610,0.108 [0.099-0.12],1.864e-124,***,Other disorders of urethra and urinary system,Genitourinary
O15_MATERN_CARE_OTHER,240,0.106 [0.096-0.12],8.085e-82,***,Maternal care for other known or suspected fetal problems,Pregnancy
N14_CHRONEPHROPATH,18,0.104 [0.094-0.11],3.587e-81,***,Chronic nephritic syndrome,Genitourinary
H8_EXTOTITIS,1164,0.104 [0.095-0.11],1.383e-106,***,Otitis externa,Ear and mastoid
CD2_BENIGN_COLON_NOS,212,0.103 [0.071-0.13],3.984e-05,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.101 [0.091-0.11],4.580e-83,***,Viral and other specified intestinal infections,Infectious and parasitic
E4_LIPOPROT,7076,0.101 [0.089-0.11],4.349e-55,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
L12_CORNSANDCALLOS,491,0.093 [0.088-0.10],1.000e-315,***,Corns and callosities,Skin
M13_HAMMERTOE,331,0.090 [0.073-0.11],3.005e-19,***,Other hammer toe(s) (acquired),Musculoskeletal
L12_ABSCESS_CUT,66,0.087 [0.075-0.10],1.467e-35,***,"Cutaneous abscess, furuncle and carbuncle",Skin
O15_ABORT_MEDICAL,68,0.085 [0.061-0.11],3.397e-07,***,Medical abortion,Pregnancy
J10_CHRONTONSADEN,5827,0.084 [0.078-0.09],9.356e-164,***,Chronic diseases of tonsils and adenoids,Respiratory
O15_DELIV_CAESAR,82,0.080 [0.066-0.09],2.566e-24,***,Single delivery by caesarean section,Pregnancy
O15_MATERN_CARE_PELVIC_ABNORM,86,0.080 [0.067-0.09],1.674e-30,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
CD2_BENIGN_OTHERDIGESTIVE,74,0.077 [0.061-0.09],8.479e-16,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
I9_ARTOTH,187,0.074 [0.069-0.08],5.207e-195,***,Other diseases of arteries and capillaries,Circulatory
E4_METABOLIA,4834,0.073 [0.057-0.09],4.360e-15,***,Metabolic disorders,Endocrine and metabolic
M13_HALLUXVALGUS,3980,0.073 [0.067-0.08],2.560e-154,***,Hallux valgus (acquired),Musculoskeletal
VD_U,43,0.072 [0.051-0.09],2.754e-06,***,Vascular dementia (undefined),Mental and behavioural
