Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_BILIAOTH,6,0.258 [0.230-0.29],1.721e-70,***,Other diseases of biliary tract,Digestive
N14_MALEGEN,1375,0.179 [0.171-0.19],1.000e-315,***,Diseases of male genital organs,Genitourinary
E4_HYPERLIPMIX,365,0.167 [0.146-0.19],1.251e-48,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.118 [0.103-0.13],3.125e-47,***,Any mental disorder,Mental and behavioural
M13_SCIATICA,658,0.116 [0.103-0.13],9.935e-66,***,Sciatica+with lumbago,Musculoskeletal
N14_PROSTHYPERPLA,3795,0.097 [0.093-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
J10_UPPERINFEC,1002,0.089 [0.081-0.10],1.430e-92,***,Acute upper respiratory infections,Respiratory
J10_ACUTEUPPERINFEC,241,0.080 [0.059-0.10],3.070e-08,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
K11_DISLIVOTH,287,0.079 [0.072-0.09],1.137e-99,***,Other diseases of liver,Digestive
N14_POSTMENBLEED,14,0.076 [0.049-0.10],0.008,**,Postmenopausal bleeding,Genitourinary
M13_SOFTTISSUEOTH,600,0.073 [0.058-0.09],8.076e-15,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
H7_CHALAZION,671,0.073 [0.067-0.08],2.399e-137,***,Chalazion,Eye and adnexa
C3_BILIARY_GALLBLADDER,192,0.071 [0.068-0.07],1.000e-315,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
F5_DEPRESSIO,2165,0.070 [0.064-0.08],4.132e-108,***,Depression,Mental and behavioural
J10_INFLUPNEU,534,0.066 [0.056-0.08],3.972e-33,***,Influenza and pneumonia,Respiratory
M13_TENDOSYNOVITISNAS,236,0.058 [0.053-0.06],1.110e-115,***,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
CD2_LYMPHOID_LEUKAEMIA,767,0.057 [0.054-0.06],1.000e-315,***,Lymphoid leukaemia,Neoplasms
N14_MENORRHAGIA,717,0.056 [0.048-0.07],5.603e-31,***,Menorrhagia,Genitourinary
M13_HAMMERTOE,331,0.055 [0.046-0.06],2.151e-27,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_MESNRUIRREG,1548,0.054 [0.045-0.06],1.641e-30,***,"Excessive, frequent and irregular menstruation",Genitourinary
N14_OVARYCYST,986,0.053 [0.048-0.06],5.533e-85,***,Ovarian cyst,Genitourinary
L12_FOLICULAROTH,12,0.053 [0.034-0.07],0.008,**,Other follicular disorders,Skin
O15_MATERN_CARE_PELVIC_ABNORM,86,0.052 [0.039-0.06],5.819e-10,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
J10_UPPERDIS,4085,0.050 [0.044-0.06],1.346e-57,***,Other diseases of upper respiratory tract,Respiratory
O15_PREG_OTHER_MAT_DISORD,1961,0.049 [0.044-0.05],6.153e-69,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_GANGLION,38,0.049 [0.036-0.06],6.787e-08,***,Ganglion,Musculoskeletal
N14_CYSTITIS,693,0.049 [0.034-0.06],5.548e-06,***,Cystitis,Genitourinary
M13_MYALGIA,253,0.048 [0.038-0.06],1.447e-16,***,Myalgia,Musculoskeletal
D3_ANAEMIA_IRONDEF_NAS,859,0.047 [0.043-0.05],1.808e-97,***,Other and unspecified iron deficiency,Blood and immune
E4_PCOS_CONCORTIUM,205,0.047 [0.034-0.06],2.208e-07,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
N14_MENSIRREG,59,0.044 [0.028-0.06],0.023,*,Irregular menses,Genitourinary
M13_SYNOTEND,1267,0.044 [0.039-0.05],2.831e-73,***,Disorders of synovium and tendon,Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.044 [0.037-0.05],1.151e-27,***,Disorders of skin appendages,Skin
K11_INTESTOTH,398,0.043 [0.030-0.06],6.047e-05,***,Other diseases of intestines,Digestive
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.043 [0.036-0.05],5.577e-32,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
E4_MINERAL_MET,806,0.042 [0.040-0.05],1.293e-214,***,Disorders of mineral metabolism,Endocrine and metabolic
O15_DELIV_CAESAR,82,0.042 [0.028-0.06],0.002,**,Single delivery by caesarean section,Pregnancy
J10_CHRONTONSADEN,5827,0.042 [0.038-0.05],5.159e-81,***,Chronic diseases of tonsils and adenoids,Respiratory
NAFLD,505,0.042 [0.034-0.05],5.845e-19,***,Nonalcoholic fatty liver disease,Digestive
L12_INFECT_SKIN,518,0.041 [0.034-0.05],2.079e-24,***,Infections of the skin and subcutaneous tissue,Skin
N14_OTHNONINFUTER,645,0.041 [0.037-0.04],7.482e-106,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
I9_VARICVEOES,203,0.040 [0.038-0.04],2.394e-229,***,Oesophageal varices,Circulatory
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.040 [0.036-0.04],5.967e-97,***,Viral and other specified intestinal infections,Infectious and parasitic
C3_CLL_WIDE,431,0.040 [0.036-0.04],9.669e-128,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
K11_FIBROCHIRLIV,942,0.039 [0.037-0.04],1.951e-215,***,Fibrosis and cirrhosis of liver,Digestive
I9_ARTOTH,187,0.039 [0.034-0.04],2.976e-50,***,Other diseases of arteries and capillaries,Circulatory
K11_FISTULA,485,0.036 [0.032-0.04],1.470e-60,***,Colonic or urogenital fistula,Digestive
H7_CATARACTSENILE,4936,0.036 [0.031-0.04],4.265e-37,***,Senile cataract,Eye and adnexa
N14_BENIGNMAMDYSP,134,0.034 [0.028-0.04],2.515e-20,***,Benign mammary dysplasia,Genitourinary
J10_SEPTDEV,498,0.033 [0.025-0.04],7.790e-10,***,Deviated nasal septum,Respiratory
CHIRHEP_NAS,355,0.033 [0.030-0.04],8.898e-71,***,"Cirrhosis of liver, NAS",Digestive
H8_EXTERNAL,828,0.032 [0.029-0.04],2.675e-58,***,Diseases of external ear,Ear and mastoid
H8_NONSUPPNAS,1145,0.032 [0.027-0.04],2.908e-32,***,Nonsuppurative otitis media,Ear and mastoid
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.031 [0.027-0.04],4.376e-50,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
H8_HL_PRESBY,136,0.031 [0.025-0.04],1.119e-21,***,Presbycusis,Ear and mastoid
ASTHMA_NAS,3913,0.030 [0.027-0.03],3.121e-81,***,"Asthma, unspecified (mode)",Respiratory
AB1_ZOSTER,268,0.030 [0.024-0.04],4.843e-21,***,Zoster [herpes zoster],Infectious and parasitic
I9_AORTANEUR,1277,0.029 [0.026-0.03],1.037e-56,***,Aortic aneurysm,Circulatory
N14_ORHCEPINDIDYMITIS,99,0.028 [0.019-0.04],2.951e-05,***,Orchitis and epididymitis,Genitourinary
N14_BREAST,659,0.028 [0.023-0.03],2.355e-21,***,Disorders of breast,Genitourinary
M13_FIBROMYALGIA,102,0.027 [0.019-0.04],9.517e-05,***,Fibromyalgia,Musculoskeletal
C3_HEPATOCELLU_CARC,441,0.027 [0.024-0.03],2.214e-99,***,Hepatocellular carcinoma,Neoplasms
M13_CALCIFICTEND,177,0.027 [0.024-0.03],7.358e-60,***,Calcific tendinitis of shoulder,Musculoskeletal
M13_DEFORMDORSO,171,0.026 [0.016-0.04],0.035,*,Deforming dorsopathies,Musculoskeletal
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,0.023 [0.019-0.03],1.795e-22,***,Melanocytic naevi of scalp and neck,Neoplasms
I9_THAORTANEUR,1182,0.023 [0.021-0.03],7.524e-67,***,Thoracic aortic aneurysm,Circulatory
O15_LABOUR_MALPOS,202,0.023 [0.015-0.03],0.010,*,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
J10_PERITONSABSC,1910,0.021 [0.019-0.02],2.258e-43,***,Peritonsillar abscess,Respiratory
K11_ENERCOLNONINF,4471,0.021 [0.016-0.03],8.680e-12,***,Noninfective enteritis and colitis,Digestive
O15_MATERN_CARE_OTHER,240,0.021 [0.014-0.03],0.007,**,Maternal care for other known or suspected fetal problems,Pregnancy
D3_WHITEBLOODCELLNAS,70,0.021 [0.013-0.03],0.022,*,Other and unspecified disorders of white blood cells,Blood and immune
L12_CORNSANDCALLOS,491,0.021 [0.019-0.02],6.635e-76,***,Corns and callosities,Skin
H8_OTHEREAR,3939,0.021 [0.016-0.03],1.422e-12,***,Other disorders of ear,Ear and mastoid
K11_DIVERTIC,4845,0.021 [0.017-0.02],2.817e-29,***,Diverticular disease of intestine,Digestive
K11_VENTHER,1063,0.020 [0.016-0.02],5.642e-19,***,Ventral hernia,Digestive
I9_HEARTFAIL,682,0.020 [0.013-0.03],0.003,**,"Heart failure, strict",Circulatory
K11_OTHGASTR,253,0.019 [0.012-0.03],0.019,*,Other gastritis (incl. Duodenitis),Digestive
N14_ENDOMETRIOSIS_UTERUS,193,0.019 [0.014-0.02],4.203e-08,***,Adenomyosis (Endometriosis of uterus),Genitourinary
AB1_VIRAL_HEPATITIS,81,0.019 [0.012-0.03],0.021,*,Viral hepatitis,Infectious and parasitic
M13_OSTEOMYELITIS,308,0.018 [0.015-0.02],4.499e-23,***,Osteomyelitis,Musculoskeletal
ULCERRECT,2148,0.017 [0.015-0.02],1.752e-38,***,Ulcerative rectosigmoiditis,Digestive
O15_GESTAT_HYPERT,476,0.017 [0.011-0.02],5.346e-04,***,Gestational [pregnancy-induced] hypertension,Pregnancy
J10_PLEURPLAGUE,310,0.017 [0.014-0.02],4.665e-26,***,Pleural plaque,Respiratory
K11_PERITONITIS,161,0.016 [0.013-0.02],1.484e-12,***,Acute peritonitis,Digestive
K11_HERNIA,6152,0.015 [0.011-0.02],2.407e-10,***,Hernia,Digestive
H8_EXTOTITIS,1164,0.015 [0.012-0.02],3.689e-22,***,Otitis externa,Ear and mastoid
I9_OTHARR,798,0.014 [0.009-0.02],0.050,*,Other arrhythmias,Circulatory
N14_CALCUKIDUR,1321,0.013 [0.010-0.02],3.224e-06,***,Calculus of kidney and ureter,Genitourinary
I9_ABAORTANEUR,210,0.013 [0.009-0.02],3.773e-05,***,Abdominal aortic aneurysm (AAA),Circulatory
H8_HL_SEN_NAS,5357,0.013 [0.010-0.02],5.191e-11,***,Sensorineural hearing loss,Ear and mastoid
G6_PARKINSON,2693,0.013 [0.012-0.01],4.517e-213,***,Parkinson's disease,Nervous
J10_CHRONSINUSITIS,3550,0.013 [0.010-0.02],1.765e-14,***,Chronic sinusitis,Respiratory
N14_DIALYSIS,1620,0.012 [0.011-0.01],3.285e-111,***,Dialysis,Genitourinary
COPD_EARLY,512,0.012 [0.010-0.01],3.068e-15,***,Early onset COPD,Respiratory
N14_ENDOMETRIOSIS,3268,0.012 [0.009-0.01],3.511e-15,***,Endometriosis,Genitourinary
C3_ANUS_ANALCANAL,76,0.012 [0.009-0.01],1.908e-13,***,Malignant neoplasm of anus and anal canal,Neoplasms
H7_CATARACTOTHER,4338,0.011 [0.007-0.02],0.004,**,Other cataract,Eye and adnexa
M13_HALLUXVALGUS,3980,0.011 [0.008-0.01],5.615e-09,***,Hallux valgus (acquired),Musculoskeletal
N14_HYPERTROPHYBREAST,1659,0.011 [0.008-0.01],3.263e-10,***,Hypertrophy of breast,Genitourinary
CHRONNAS,1420,0.010 [0.008-0.01],6.272e-16,***,Crohn's disease NAS,Digestive
H7_BLINDMONOCULAR,75,0.010 [0.007-0.01],1.778e-04,***,"Blindness, monocular",Eye and adnexa
J10_NASALPOLYP,7370,0.010 [0.008-0.01],7.586e-58,***,Nasal polyp,Respiratory
