Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.347 [0.336-0.36],1.000e-315,***,Cystitis,Genitourinary
E4_HYPERLIPMIX,365,0.246 [0.214-0.28],2.400e-46,***,Mixed hyperlipidaemia,Endocrine and metabolic
K11_OTHDISDIG,25,0.243 [0.220-0.27],5.703e-88,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.239 [0.227-0.25],3.061e-290,***,Other diseases of urinary system,Genitourinary
N14_MALEGEN,1375,0.178 [0.170-0.19],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.169 [0.157-0.18],1.077e-157,***,Any mental disorder,Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.161 [0.132-0.19],4.812e-23,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_MENSIRREG,59,0.129 [0.113-0.14],4.453e-52,***,Irregular menses,Genitourinary
J10_INFLUPNEU,534,0.120 [0.105-0.13],4.432e-51,***,Influenza and pneumonia,Respiratory
FALLS,542,0.114 [0.082-0.15],1.699e-06,***,Falls/tendency to fall,Nervous
J10_UPPERINFEC,1002,0.102 [0.088-0.12],1.581e-38,***,Acute upper respiratory infections,Respiratory
N14_ABNORMALBLEED,19,0.100 [0.076-0.12],1.854e-11,***,Other abnormal uterine and vaginal bleeding,Genitourinary
M13_ENTESOPATHYOTH,48,0.097 [0.079-0.12],1.455e-20,***,Other enthesopathies,Musculoskeletal
N14_PROSTHYPERPLA,3795,0.096 [0.092-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
N14_FEMALEGENNONINF,279,0.087 [0.068-0.11],1.245e-14,***,Noninflammatory disorders of female genital tract,Genitourinary
M13_HAMMERTOE,331,0.086 [0.075-0.10],2.015e-42,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_DEPRESSIO,2165,0.085 [0.079-0.09],1.123e-152,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.085 [0.079-0.09],8.019e-177,***,Chalazion,Eye and adnexa
J10_PLEURA,140,0.078 [0.066-0.09],1.133e-30,***,Other diseases of pleura,Respiratory
L12_DISORDSKINAPPENDIX,424,0.078 [0.065-0.09],1.041e-27,***,Disorders of skin appendages,Skin
K11_FISTULA,485,0.076 [0.072-0.08],8.278e-293,***,Colonic or urogenital fistula,Digestive
K11_ORAL,489,0.073 [0.054-0.09],3.379e-08,***,"Diseases of oral cavity, salivary glands and jaws",Digestive
N14_OVARYCYST,986,0.072 [0.067-0.08],1.914e-172,***,Ovarian cyst,Genitourinary
C_DIFFICILE_ENTEROCOLITIS,2693,0.070 [0.067-0.07],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
AB1_BACT_INTEST_OTH,357,0.067 [0.060-0.07],1.329e-75,***,Other bacterial intestinal infections,Infectious and parasitic
J10_SEPTDEV,498,0.066 [0.056-0.08],1.819e-30,***,Deviated nasal septum,Respiratory
F5_DELIRIUM,173,0.063 [0.048-0.08],6.647e-10,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
M13_SOFTTISSUEOTH,600,0.063 [0.040-0.09],0.022,*,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.061 [0.056-0.07],1.113e-109,***,Melanocytic naevi of trunk,Neoplasms
J10_PLEURPLAGUE,310,0.060 [0.057-0.06],1.000e-315,***,Pleural plaque,Respiratory
N14_MENORRHAGIA,717,0.056 [0.046-0.07],1.424e-20,***,Menorrhagia,Genitourinary
F5_ANXIETY,71,0.054 [0.036-0.07],0.001,**,Other anxiety disorders,Mental and behavioural
E4_PCOS_CONCORTIUM,205,0.053 [0.036-0.07],4.618e-04,***,"Polycystic ovarian syndrome, consortium definition",Endocrine and metabolic
K11_GASTRODUOULC,227,0.051 [0.042-0.06],1.172e-21,***,Gastroduodenal ulcer,Digestive
CD2_BENIGN_MELANOCYTIC,521,0.049 [0.040-0.06],1.505e-18,***,Melanocytic naevi,Neoplasms
O15_PREG_OTHER_MAT_DISORD,1961,0.048 [0.040-0.06],9.303e-28,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
N14_CHRONEPHROPATH,18,0.045 [0.035-0.06],2.822e-12,***,Chronic nephritic syndrome,Genitourinary
N14_OTHNONINFUTER,645,0.045 [0.041-0.05],2.906e-124,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
CD2_LYMPHOID_LEUKAEMIA,767,0.044 [0.042-0.05],3.237e-269,***,Lymphoid leukaemia,Neoplasms
H8_EXTERNAL,828,0.044 [0.038-0.05],1.080e-48,***,Diseases of external ear,Ear and mastoid
H7_PTOSIS,64,0.043 [0.035-0.05],1.048e-20,***,Ptosis of eyelid,Eye and adnexa
M13_HALLUXVALGUS,3980,0.042 [0.039-0.05],5.128e-127,***,Hallux valgus (acquired),Musculoskeletal
O15_PRE_OR_ECLAMPSIA,259,0.041 [0.026-0.06],0.022,*,Pre-eclampsia or eclampsia,Pregnancy
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.041 [0.036-0.05],1.300e-49,***,Viral and other specified intestinal infections,Infectious and parasitic
N14_ENDOMETRIOSIS_UTERUS,193,0.040 [0.035-0.05],1.947e-45,***,Adenomyosis (Endometriosis of uterus),Genitourinary
I9_HEARTFAIL,682,0.040 [0.033-0.05],3.670e-22,***,"Heart failure, strict",Circulatory
J10_CHRONTONSADEN,5827,0.040 [0.036-0.04],1.048e-75,***,Chronic diseases of tonsils and adenoids,Respiratory
J10_UPPERDIS,4085,0.038 [0.031-0.04],2.426e-22,***,Other diseases of upper respiratory tract,Respiratory
J10_PNEUMOTHORAX,46,0.037 [0.028-0.05],2.960e-10,***,Pneumothorax,Respiratory
M13_SYNOTEND,1267,0.036 [0.029-0.04],9.742e-19,***,Disorders of synovium and tendon,Musculoskeletal
O15_GESTAT_HYPERT,476,0.035 [0.026-0.04],7.807e-08,***,Gestational [pregnancy-induced] hypertension,Pregnancy
M13_CALCIFICTEND,177,0.035 [0.031-0.04],4.726e-78,***,Calcific tendinitis of shoulder,Musculoskeletal
K11_HERNIA,6152,0.035 [0.031-0.04],2.106e-64,***,Hernia,Digestive
COPD_EARLY,512,0.034 [0.031-0.04],2.300e-150,***,Early onset COPD,Respiratory
K11_HAEMORR,329,0.031 [0.020-0.04],0.012,*,Haemorrhoids and perianal venous thrombosis,Digestive
O15_LABOUR_MALPOS,202,0.030 [0.021-0.04],6.895e-06,***,Obstructed labour due to malposition and malpresentation of fetus,Pregnancy
C3_CLL_WIDE,431,0.030 [0.027-0.03],7.271e-123,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
K11_DISORD_TEETH,111,0.029 [0.018-0.04],0.034,*,Other disorders of teeth and supporting structures,Digestive
L12_EPIDERMALTHICKOTH,11,0.029 [0.019-0.04],0.001,**,Other epidermal thickening,Skin
J10_EMPHYSEMA,365,0.029 [0.027-0.03],6.793e-128,***,Emphysema,Respiratory
H8_EXTOTITIS,1164,0.028 [0.023-0.03],4.073e-22,***,Otitis externa,Ear and mastoid
C3_BRONCHUS_LUNG,573,0.027 [0.024-0.03],6.756e-48,***,Malignant neoplasm of bronchus and lung,Neoplasms
INFLUENZA,139,0.027 [0.020-0.03],1.177e-08,***,All influenza (not pneumonia),Respiratory
NEURODEGOTH,4178,0.027 [0.023-0.03],1.591e-44,***,Other degenerative diseases of the nervous system,Nervous
N14_PHIMOSIS,4306,0.026 [0.024-0.03],1.275e-154,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
L12_ROSACEANAS,82,0.026 [0.020-0.03],3.651e-09,***,Other and unspecified rosacea,Skin
