Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.453 [0.437-0.47],1.000e-315,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.271 [0.251-0.29],1.171e-153,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPMIX,365,0.246 [0.213-0.28],2.516e-44,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.195 [0.182-0.21],2.734e-201,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1376,0.185 [0.176-0.19],1.000e-315,***,Diseases of male genital organs,Genitourinary
AB1_BACT_INTEST_OTH,357,0.127 [0.120-0.13],1.049e-259,***,Other bacterial intestinal infections,Infectious and parasitic
N14_PROSTHYPERPLA,3796,0.100 [0.096-0.10],1.000e-315,***,Hyperplasia of prostate,Genitourinary
M13_ENTESOPATHYOTH,48,0.099 [0.080-0.12],7.993e-20,***,Other enthesopathies,Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,0.096 [0.093-0.10],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
M13_SOFTTISSUEOTH,600,0.095 [0.079-0.11],4.867e-24,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
F5_ANXIETY,71,0.092 [0.074-0.11],7.578e-17,***,Other anxiety disorders,Mental and behavioural
F5_DEPRESSIO,2165,0.088 [0.081-0.10],2.419e-133,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.083 [0.078-0.09],1.408e-190,***,Chalazion,Eye and adnexa
K11_FISTULA,485,0.082 [0.077-0.09],1.000e-315,***,Colonic or urogenital fistula,Digestive
M13_HAMMERTOE,331,0.078 [0.064-0.09],5.772e-21,***,Other hammer toe(s) (acquired),Musculoskeletal
J10_PLEURA,140,0.077 [0.065-0.09],2.436e-32,***,Other diseases of pleura,Respiratory
N14_CHRONEPHROPATH,18,0.076 [0.065-0.09],4.225e-38,***,Chronic nephritic syndrome,Genitourinary
K11_ORAL,489,0.067 [0.042-0.09],0.020,*,"Diseases of oral cavity, salivary glands and jaws",Digestive
F5_DELIRIUM,173,0.066 [0.049-0.08],1.987e-09,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
J10_SEPTDEV,498,0.064 [0.052-0.08],6.776e-19,***,Deviated nasal septum,Respiratory
J10_INFLUPNEU,534,0.063 [0.053-0.07],5.765e-28,***,Influenza and pneumonia,Respiratory
J10_ACUTEUPPERINFEC,241,0.059 [0.037-0.08],0.027,*,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_UPPERINFEC,1002,0.056 [0.043-0.07],5.782e-12,***,Acute upper respiratory infections,Respiratory
M13_HALLUXVALGUS,3980,0.052 [0.048-0.06],1.902e-135,***,Hallux valgus (acquired),Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.052 [0.047-0.06],3.353e-99,***,Melanocytic naevi of trunk,Neoplasms
O15_PREG_OTHER_MAT_DISORD,1961,0.049 [0.041-0.06],4.331e-31,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_MYALGIA,253,0.048 [0.039-0.06],4.904e-19,***,Myalgia,Musculoskeletal
L12_DISORDSKINAPPENDIX,424,0.048 [0.031-0.07],0.006,**,Disorders of skin appendages,Skin
N14_ORHCEPINDIDYMITIS,99,0.048 [0.034-0.06],1.394e-06,***,Orchitis and epididymitis,Genitourinary
L12_INFECT_SKIN,518,0.047 [0.032-0.06],1.381e-04,***,Infections of the skin and subcutaneous tissue,Skin
N14_MENSIRREG,59,0.046 [0.030-0.06],0.009,**,Irregular menses,Genitourinary
