Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.556 [0.533-0.58],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.533 [0.465-0.60],1.195e-48,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.457 [0.316-0.60],5.407e-05,***,Memory loss,Mental and behavioural
E4_HYPERLIPNAS,1251,0.456 [0.421-0.49],1.467e-136,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
E4_FH,518,0.369 [0.329-0.41],9.131e-68,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_CYSTITIS,693,0.346 [0.316-0.38],3.687e-111,***,Cystitis,Genitourinary
E4_METABOLIA,4834,0.336 [0.311-0.36],7.866e-154,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.317 [0.252-0.38],3.253e-16,***,Status post-ami,Circulatory
F5_MENTORG,85,0.265 [0.186-0.34],1.229e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
VD_U,43,0.262 [0.184-0.34],1.145e-05,***,Vascular dementia (undefined),Mental and behavioural
N14_URINOTH,1485,0.250 [0.229-0.27],7.297e-114,***,Other diseases of urinary system,Genitourinary
E4_LIPOPROT,7076,0.226 [0.210-0.24],1.199e-159,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.220 [0.164-0.28],3.816e-09,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.207 [0.149-0.26],7.112e-07,***,Vascular dementia,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.182 [0.176-0.19],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
K11_OESSTODUO,43,0.164 [0.129-0.20],1.292e-14,***,"Diseases of oesophagus, stomach and duodenum",Digestive
CD2_BENIGN_COLON_NOS,212,0.143 [0.096-0.19],5.990e-04,***,"Benign neoplasm: Colon, unspecified",Neoplasms
I9_UAP,1483,0.141 [0.120-0.16],2.584e-32,***,Unstable angina pectoris,Circulatory
AD_AM,451,0.114 [0.093-0.14],2.476e-20,***,Alzheimer disease (Atypical or mixed),Nervous
K11_HAEMORR,329,0.112 [0.089-0.13],2.270e-17,***,Haemorrhoids and perianal venous thrombosis,Digestive
C_DIFFICILE_ENTEROCOLITIS,2693,0.108 [0.105-0.11],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_DEMENTIA,3309,0.101 [0.090-0.11],5.085e-74,***,Dementia,Mental and behavioural
KRA_PSY_DEMENTIA,2863,0.095 [0.084-0.11],4.193e-57,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.093 [0.085-0.10],2.409e-103,***,Unspecific neurodegenerative disorder,Nervous
NEURODEGOTH,4178,0.092 [0.084-0.10],2.695e-117,***,Other degenerative diseases of the nervous system,Nervous
KRA_PSY_ANYMENTAL,2504,0.089 [0.069-0.11],6.338e-13,***,Any mental disorder,Mental and behavioural
G6_MIGRAINE_WITH_AURA,143,0.082 [0.071-0.09],4.717e-45,***,Migraine with aura,Nervous
G6_ALZHEIMER,2982,0.081 [0.072-0.09],7.358e-64,***,Alzheimer disease,Nervous
AUD,259,0.078 [0.069-0.09],7.062e-70,***,"Alcohol use disorder, ICD-based",Mental and behavioural
J10_ACUTEUPPERINFEC,241,0.076 [0.049-0.10],0.011,*,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
CD2_BENIGN_COLORECANI,1443,0.073 [0.060-0.09],6.092e-21,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
F5_ALZHDEMENT,2076,0.072 [0.062-0.08],1.046e-41,***,Dementia in Alzheimer disease,Mental and behavioural
E4_ENDOGLAND,62,0.064 [0.046-0.08],1.137e-06,***,Disorders of other endocrine glands,Endocrine and metabolic
N14_CHRONEPHROPATH,18,0.062 [0.051-0.07],3.338e-25,***,Chronic nephritic syndrome,Genitourinary
J10_INFLUPNEU,534,0.061 [0.050-0.07],8.695e-22,***,Influenza and pneumonia,Respiratory
I9_IHD,7725,0.055 [0.045-0.07],1.137e-18,***,"Ischaemic heart disease, wide definition",Circulatory
N14_FEMALEINFERT,80,0.054 [0.040-0.07],6.474e-08,***,Female infertility,Genitourinary
I9_CHD,6392,0.052 [0.042-0.06],3.780e-18,***,Major coronary heart disease event,Circulatory
I9_ANGINA,5810,0.050 [0.040-0.06],7.383e-17,***,Angina pectoris,Circulatory
M13_HALLUXVALGUS,3980,0.050 [0.046-0.05],1.656e-122,***,Hallux valgus (acquired),Musculoskeletal
I9_CORATHER,8695,0.047 [0.039-0.06],1.457e-23,***,Coronary atherosclerosis,Circulatory
F5_ALCOHOL_DEPENDENCE,95,0.047 [0.034-0.06],5.335e-08,***,Alcohol dependence,Mental and behavioural
CD2_BENIGN_THYROID,151,0.047 [0.044-0.05],5.226e-258,***,Benign neoplasm of thyroid gland,Neoplasms
J10_PLEURPLAGUE,310,0.040 [0.037-0.04],7.955e-165,***,Pleural plaque,Respiratory
N14_FIOTHNAS,100,0.037 [0.025-0.05],1.568e-04,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
K11_CHRONPANC,105,0.036 [0.026-0.05],1.635e-06,***,Chronic pancreatitis,Digestive
FALLS,542,0.035 [0.023-0.05],0.005,**,Falls/tendency to fall,Nervous
M13_HALLUXRIGIDUS,40,0.035 [0.023-0.05],0.001,**,Hallux rigidus,Musculoskeletal
K11_ORAL_LICHEN_PLANUS,6,0.034 [0.023-0.04],2.044e-04,***,Oral lichen planus,Digestive
L12_ROSACEANAS,82,0.034 [0.027-0.04],2.328e-14,***,Other and unspecified rosacea,Skin
CD2_NONFOLLICULAR_LYMPHOMA,1093,0.034 [0.029-0.04],1.192e-35,***,Non-follicular lymphoma,Neoplasms
H7_CHALAZION,671,0.033 [0.029-0.04],3.112e-45,***,Chalazion,Eye and adnexa
CD2_INSITU_BLADDER,34,0.032 [0.026-0.04],3.494e-22,***,"Carcinoma in situ, bladder",Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.031 [0.021-0.04],0.002,**,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
K11_FISTULA,485,0.030 [0.026-0.03],7.797e-35,***,Colonic or urogenital fistula,Digestive
K11_OTHANRECT,204,0.030 [0.021-0.04],3.463e-05,***,Other diseases of anus and rectum,Digestive
K11_GULC,244,0.029 [0.023-0.04],5.284e-15,***,Gastric ulcer,Digestive
N14_PHIMOSIS,4306,0.029 [0.027-0.03],1.290e-223,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
CD2_FOLLICULAR_LYMPHOMA,5808,0.027 [0.026-0.03],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
O15_PREECLAMPS,162,0.027 [0.018-0.04],0.003,**,Pre-eclampsia,Pregnancy
K11_DISORD_TEETH,111,0.027 [0.018-0.04],4.245e-04,***,Other disorders of teeth and supporting structures,Digestive
H7_STENOLACRI,62,0.026 [0.020-0.03],1.952e-08,***,Stenosis and insufficiency of lacrimal passages,Eye and adnexa
I9_HEARTFAIL,682,0.026 [0.019-0.03],1.703e-07,***,"Heart failure, strict",Circulatory
J10_SEPTDEV,498,0.026 [0.021-0.03],1.549e-14,***,Deviated nasal septum,Respiratory
M13_POLYARTHRITIS,1672,0.026 [0.024-0.03],1.073e-115,***,"Polyarthritis, unspecified",Musculoskeletal
CD2_BENIGN_OVARY,144,0.026 [0.018-0.03],3.131e-04,***,Benign neoplasm of ovary,Neoplasms
K11_DIAHER,628,0.025 [0.021-0.03],8.506e-22,***,Diaphragmatic hernia,Digestive
N14_OTHPENIS,232,0.025 [0.020-0.03],4.407e-18,***,Other disorders of penis,Genitourinary
E4_HYPERPIT,147,0.025 [0.021-0.03],2.175e-26,***,Hyperfunction of pituitary gland,Endocrine and metabolic
K11_HERNIA,6152,0.024 [0.021-0.03],6.412e-65,***,Hernia,Digestive
I9_AVBLOCK,403,0.023 [0.017-0.03],7.244e-09,***,AV-block,Circulatory
L12_LICHENSIMPLEX,206,0.022 [0.019-0.03],8.362e-45,***,Lichen simplex chronicus,Skin
APPENDACUT_COMPLIC,251,0.021 [0.013-0.03],0.047,*,"Acute appendicitis, with complications",Digestive
O15_PRE_OR_ECLAMPSIA,259,0.019 [0.012-0.03],0.025,*,Pre-eclampsia or eclampsia,Pregnancy
H7_OPTNERVE,2671,0.019 [0.015-0.02],1.186e-16,***,Disorders of optic nerve and visual pathways,Eye and adnexa
COPD_EARLY,512,0.018 [0.016-0.02],3.614e-37,***,Early onset COPD,Respiratory
K11_APPENDACUT,1379,0.018 [0.011-0.02],0.015,*,Acute appendicitis,Digestive
M13_CRYSTALARTH,168,0.018 [0.015-0.02],6.205e-43,***,Other crystal arthropathies,Musculoskeletal
K11_HERING,7336,0.018 [0.015-0.02],2.480e-44,***,Inguinal hernia,Digestive
