Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.593 [0.530-0.66],1.653e-70,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
K11_OTHDISDIG,25,0.479 [0.454-0.50],7.625e-294,***,Other diseases of the digestive system,Digestive
J10_INFLUPNEU,534,0.423 [0.387-0.46],3.642e-110,***,Influenza and pneumonia,Respiratory
J10_UPPERINFEC,1002,0.403 [0.372-0.43],1.090e-133,***,Acute upper respiratory infections,Respiratory
N14_URINOTH,1485,0.403 [0.391-0.41],1.000e-315,***,Other diseases of urinary system,Genitourinary
N14_CYSTITIS,693,0.389 [0.373-0.41],1.000e-315,***,Cystitis,Genitourinary
AB1_OTHER_BACTERIAL,478,0.348 [0.314-0.38],5.716e-82,***,Other bacterial diseases,Infectious and parasitic
KRA_PSY_ANYMENTAL,2504,0.248 [0.236-0.26],1.000e-315,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.231 [0.219-0.24],2.071e-279,***,Diseases of male genital organs,Genitourinary
N14_URETHRAOTH,610,0.223 [0.207-0.24],5.790e-157,***,Other disorders of urethra and urinary system,Genitourinary
H8_EXTERNAL,828,0.209 [0.198-0.22],6.168e-280,***,Diseases of external ear,Ear and mastoid
J10_UPPERDIS,4085,0.172 [0.157-0.19],2.346e-112,***,Other diseases of upper respiratory tract,Respiratory
L12_DISORDSKINAPPENDIX,424,0.171 [0.152-0.19],4.029e-62,***,Disorders of skin appendages,Skin
O15_ABORT_MEDICAL,68,0.161 [0.126-0.20],8.615e-14,***,Medical abortion,Pregnancy
AB1_BACT_INTEST_OTH,357,0.130 [0.124-0.14],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_PROSTHYPERPLA,3795,0.128 [0.122-0.13],1.000e-315,***,Hyperplasia of prostate,Genitourinary
H8_EXTOTITIS,1164,0.125 [0.114-0.14],1.066e-109,***,Otitis externa,Ear and mastoid
F5_DEPRESSIO,2165,0.119 [0.109-0.13],2.293e-112,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.111 [0.106-0.12],1.000e-315,***,Chalazion,Eye and adnexa
M13_SYNOTEND,1267,0.110 [0.091-0.13],4.193e-26,***,Disorders of synovium and tendon,Musculoskeletal
L12_CORNSANDCALLOS,491,0.106 [0.099-0.11],1.726e-215,***,Corns and callosities,Skin
M13_HAMMERTOE,331,0.105 [0.093-0.12],4.150e-57,***,Other hammer toe(s) (acquired),Musculoskeletal
O15_MATERN_CARE_OTHER,240,0.103 [0.092-0.11],1.097e-65,***,Maternal care for other known or suspected fetal problems,Pregnancy
L12_INFECT_SKIN,518,0.103 [0.081-0.13],2.689e-14,***,Infections of the skin and subcutaneous tissue,Skin
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.100 [0.088-0.11],1.738e-59,***,Viral and other specified intestinal infections,Infectious and parasitic
O15_PREG_OTHER_MAT_DISORD,1961,0.099 [0.084-0.11],4.004e-35,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_ENTESOPATHYOTH,48,0.097 [0.077-0.12],1.035e-16,***,Other enthesopathies,Musculoskeletal
N14_FEMALEGENNONINF,279,0.094 [0.077-0.11],2.606e-21,***,Noninflammatory disorders of female genital tract,Genitourinary
J10_CHRONTONSADEN,5827,0.087 [0.079-0.10],7.416e-97,***,Chronic diseases of tonsils and adenoids,Respiratory
C_DIFFICILE_ENTEROCOLITIS,2693,0.085 [0.082-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
N14_PHIMOSIS,4306,0.075 [0.071-0.08],1.000e-315,***,"Redundant prepuce, phimosis and paraphimosis",Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.075 [0.068-0.08],9.011e-100,***,Melanocytic naevi of trunk,Neoplasms
J10_SEPTDEV,498,0.074 [0.064-0.08],3.434e-39,***,Deviated nasal septum,Respiratory
I9_ARTOTH,187,0.074 [0.067-0.08],2.506e-97,***,Other diseases of arteries and capillaries,Circulatory
NEURODEGOTH,4178,0.066 [0.061-0.07],3.792e-132,***,Other degenerative diseases of the nervous system,Nervous
K11_OTHANRECT,204,0.065 [0.053-0.08],1.036e-21,***,Other diseases of anus and rectum,Digestive
FALLS,542,0.064 [0.051-0.08],9.432e-18,***,Falls/tendency to fall,Nervous
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.063 [0.051-0.08],1.808e-18,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
M13_HALLUXVALGUS,3980,0.063 [0.058-0.07],1.246e-177,***,Hallux valgus (acquired),Musculoskeletal
J10_PLEURPLAGUE,310,0.063 [0.060-0.07],1.000e-315,***,Pleural plaque,Respiratory
N14_CHRONEPHROPATH,18,0.062 [0.050-0.07],4.282e-21,***,Chronic nephritic syndrome,Genitourinary
K11_HAEMORR,329,0.060 [0.044-0.08],7.477e-08,***,Haemorrhoids and perianal venous thrombosis,Digestive
L12_FOLICULAROTH,12,0.060 [0.044-0.08],3.812e-08,***,Other follicular disorders,Skin
J10_CHRONSINUSITIS,3550,0.060 [0.053-0.07],8.601e-60,***,Chronic sinusitis,Respiratory
H7_VITRBODYGLOBE,276,0.059 [0.042-0.08],2.474e-06,***,Disorders of vitreous body,Eye and adnexa
I9_STR,191,0.057 [0.039-0.08],1.594e-04,***,"Stroke, excluding SAH",Circulatory
M13_OSTEOPOROSIS,372,0.054 [0.045-0.06],1.413e-27,***,Osteoporosis,Musculoskeletal
INFLUENZA,139,0.053 [0.043-0.06],1.051e-20,***,All influenza (not pneumonia),Respiratory
N14_MENSIRREG,59,0.053 [0.035-0.07],5.594e-04,***,Irregular menses,Genitourinary
ALLERG_RHINITIS,746,0.048 [0.040-0.06],9.958e-22,***,Allergic rhinitis,Respiratory
M13_TENDOSYNOVITISNAS,236,0.048 [0.031-0.07],0.007,**,Other/unspecified synovitis and tenosynovitis,Musculoskeletal
H7_OPTNERVE,2671,0.048 [0.043-0.05],4.030e-79,***,Disorders of optic nerve and visual pathways,Eye and adnexa
O15_DELIV_CAESAR,82,0.046 [0.031-0.06],9.753e-04,***,Single delivery by caesarean section,Pregnancy
L12_ABSCESS_CUT,66,0.044 [0.030-0.06],1.294e-04,***,"Cutaneous abscess, furuncle and carbuncle",Skin
J10_PHARYNGITIS,88,0.044 [0.030-0.06],4.425e-04,***,Acute pharyngitis,Respiratory
C3_ANUS_ANALCANAL,76,0.044 [0.035-0.05],2.346e-19,***,Malignant neoplasm of anus and anal canal,Neoplasms
M13_THORACISPINEPAIN,151,0.042 [0.034-0.05],9.516e-16,***,Pain in thoracic spine,Musculoskeletal
ASTHMA_NAS,3913,0.042 [0.034-0.05],3.629e-19,***,"Asthma, unspecified (mode)",Respiratory
L12_LICHENSIMPLEX,206,0.042 [0.038-0.05],3.305e-79,***,Lichen simplex chronicus,Skin
O15_MATERN_CARE_PELVIC_ABNORM,86,0.042 [0.028-0.06],5.064e-04,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
H7_KERATITIS,1243,0.042 [0.036-0.05],3.144e-43,***,Keratitis,Eye and adnexa
K11_PERITONITIS,161,0.041 [0.037-0.04],3.507e-86,***,Acute peritonitis,Digestive
M13_ARTHROPATHIES,7062,0.040 [0.030-0.05],5.471e-11,***,Arthropathies,Musculoskeletal
K11_CHOLECYST,114,0.038 [0.027-0.05],5.790e-06,***,Cholecystitis,Digestive
L12_PILONIDALCYST,217,0.036 [0.032-0.04],1.133e-48,***,Pilonidal cyst,Skin
CD2_LYMPHOID_LEUKAEMIA,767,0.036 [0.032-0.04],6.144e-97,***,Lymphoid leukaemia,Neoplasms
CD2_BENIGN_MELANOCYTIC,521,0.035 [0.028-0.04],4.250e-16,***,Melanocytic naevi,Neoplasms
MEMLOSS,48,0.035 [0.022-0.05],0.019,*,Memory loss,Mental and behavioural
M13_HALLUXRIGIDUS,40,0.035 [0.022-0.05],0.012,*,Hallux rigidus,Musculoskeletal
K11_HERNIA,6152,0.034 [0.030-0.04],6.474e-48,***,Hernia,Digestive
M13_GIANTCELL,1909,0.034 [0.031-0.04],7.521e-111,***,Giant cell arteritis,Musculoskeletal
C3_CLL_WIDE,431,0.033 [0.030-0.04],1.979e-99,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
O15_PRE_OR_ECLAMPSIA,259,0.033 [0.023-0.04],3.616e-07,***,Pre-eclampsia or eclampsia,Pregnancy
M13_POLYARTHRITIS,1672,0.032 [0.029-0.04],1.046e-85,***,"Polyarthritis, unspecified",Musculoskeletal
M13_POLYMYALGIA,4532,0.032 [0.029-0.04],5.940e-86,***,Polymyalgia rheumatica,Musculoskeletal
G6_HYDROCEPH,204,0.031 [0.025-0.04],5.959e-18,***,Hydrocephalus,Nervous
M13_PYOGARTH,525,0.031 [0.027-0.03],1.428e-50,***,Pyogenic arthritis,Musculoskeletal
N14_OVARYCYST,986,0.030 [0.025-0.04],1.235e-21,***,Ovarian cyst,Genitourinary
CD2_BENIGN_THYROID,151,0.030 [0.027-0.03],4.012e-91,***,Benign neoplasm of thyroid gland,Neoplasms
M13_ARTHROSIS_POLY,390,0.030 [0.025-0.04],7.547e-21,***,Polyarthrosis,Musculoskeletal
N14_ENDOMETRIOSIS_UTERUS,193,0.029 [0.023-0.03],3.932e-20,***,Adenomyosis (Endometriosis of uterus),Genitourinary
E4_HYPERLIPNAS,1251,0.029 [0.018-0.04],0.008,**,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
O15_GESTAT_HYPERT,476,0.028 [0.021-0.04],7.394e-09,***,Gestational [pregnancy-induced] hypertension,Pregnancy
H7_IRIDONAS,4666,0.028 [0.027-0.03],1.000e-315,***,Other and unspecified iridocyclitis,Eye and adnexa
L12_PAPULOSQUAMOUS,16405,0.028 [0.026-0.03],4.792e-195,***,Papulosquamous disorders,Skin
N14_OTHPENIS,232,0.028 [0.020-0.03],4.111e-08,***,Other disorders of penis,Genitourinary
G6_XTRAPYROTH,275,0.027 [0.020-0.03],4.630e-08,***,Other extrapyramidal and movement disorders in other diseases,Nervous
H7_RETINASEPAR,44,0.027 [0.019-0.03],2.761e-06,***,Separation of retinal layers (serosa),Eye and adnexa
K11_DIAHER,628,0.026 [0.021-0.03],4.615e-20,***,Diaphragmatic hernia,Digestive
L12_PSORI_VULG,15019,0.026 [0.025-0.03],1.000e-315,***,Psoriasis vulgaris,Skin
I9_VASCINT,15,0.026 [0.017-0.03],2.925e-04,***,Vascular diseases of the intestine,Circulatory
N14_FEMGENPAIN,145,0.025 [0.017-0.03],6.271e-04,***,Pain and other conditions associated with female genital organs and menstrual cycle,Genitourinary
I9_VARICVE,10262,0.025 [0.022-0.03],2.961e-49,***,Varicose veins,Circulatory
G6_OTHDEMYEL,3560,0.025 [0.022-0.03],1.407e-95,***,Other demyelinating diseases of the central nervous system,Nervous
L12_PSORIASIS,18203,0.024 [0.023-0.03],3.807e-274,***,Psoriasis,Skin
AB1_VIRAL_WARTS,3425,0.024 [0.021-0.03],2.752e-50,***,Viral warts,Infectious and parasitic
DM_NEOVASCULAR_GLAUCOMA,434,0.024 [0.019-0.03],1.882e-14,***,Neovascular glaucoma,Eye and adnexa
CD2_FOLLICULAR_LYMPHOMA,5808,0.024 [0.022-0.03],3.500e-264,***,"Follicular lymphoma, hilmo",Neoplasms
L12_PSORI_NAS,8866,0.024 [0.023-0.02],1.000e-315,***,Other and unspecified psoriasis,Skin
G6_NEURODEGENERATIVE,4070,0.022 [0.020-0.02],4.984e-78,***,Unspecific neurodegenerative disorder,Nervous
M13_POLYARTHROPATHIES,18752,0.022 [0.020-0.02],2.564e-66,***,Polyarthropathies,Musculoskeletal
L12_ATROPHICSKIN,3167,0.022 [0.017-0.03],6.532e-15,***,Atrophic disorders of skin,Skin
I9_PHLETHROMBDVTLOW,3262,0.022 [0.019-0.02],1.117e-35,***,DVT of lower extremities,Circulatory
H7_MYOPIA,146,0.022 [0.015-0.03],1.666e-06,***,Myopia,Eye and adnexa
M13_PSORIARTH,11111,0.021 [0.020-0.02],3.070e-190,***,Psoriatic arthropathies,Musculoskeletal
VD_U,43,0.021 [0.014-0.03],0.003,**,Vascular dementia (undefined),Mental and behavioural
M13_POSTOPMUSCULOSKE,86,0.021 [0.014-0.03],1.883e-04,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
J10_NASALPOLYP,7370,0.021 [0.018-0.02],6.907e-49,***,Nasal polyp,Respiratory
CD2_INSITU_BLADDER,34,0.020 [0.014-0.03],2.719e-05,***,"Carcinoma in situ, bladder",Neoplasms
N14_OTHNONINFUTER,645,0.020 [0.016-0.02],3.249e-22,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
H7_OCUPAIN,174,0.020 [0.014-0.03],1.946e-05,***,Ocular pain,Eye and adnexa
ULCERPROCT,1091,0.020 [0.014-0.03],2.185e-05,***,Ulcerative proctitis,Digestive
N14_DIALYSIS,1620,0.019 [0.016-0.02],1.135e-18,***,Dialysis,Genitourinary
L12_NONIONRADISKINNAS,27,0.019 [0.015-0.02],1.793e-14,***,Other and unspecified skin changes due to chronic exposure to nonionizing radiation,Skin
