Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OESSTODUO,43,0.208 [0.170-0.25],2.724e-21,***,"Diseases of oesophagus, stomach and duodenum",Digestive
E4_LIPOPROTNAS,242,0.202 [0.169-0.23],8.925e-28,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
K11_OTHDISDIG,25,0.184 [0.158-0.21],6.194e-39,***,Other diseases of the digestive system,Digestive
O15_PRETERM,17,0.141 [0.116-0.17],2.212e-21,***,Preterm labour and delivery,Pregnancy
O15_ABORT_MEDICAL,68,0.141 [0.101-0.18],1.285e-06,***,Medical abortion,Pregnancy
E4_HYPERLIPNAS,1251,0.141 [0.124-0.16],2.327e-54,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
J10_ACUTEUPPERINFEC,241,0.133 [0.116-0.15],9.549e-45,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
J10_INFLUPNEU,534,0.095 [0.084-0.11],1.180e-61,***,Influenza and pneumonia,Respiratory
E4_FH,518,0.094 [0.072-0.12],3.657e-11,***,Familial hypercholesterolemia,Endocrine and metabolic
N14_URETHRAOTH,610,0.090 [0.081-0.10],1.399e-84,***,Other disorders of urethra and urinary system,Genitourinary
M13_DORSALGIANAS,1009,0.083 [0.078-0.09],1.605e-221,***,Other/unspecified dorsalgia,Musculoskeletal
M13_LOWBACKPAIN,1988,0.071 [0.065-0.08],8.995e-110,***,Low back pain,Musculoskeletal
AB1_OTHER_BACTERIAL,478,0.068 [0.046-0.09],6.508e-04,***,Other bacterial diseases,Infectious and parasitic
N14_URINOTH,1485,0.066 [0.058-0.07],3.446e-48,***,Other diseases of urinary system,Genitourinary
H7_LACRIMALSYSTEM,110,0.066 [0.051-0.08],2.764e-12,***,Disorders of lacrimal system,Eye and adnexa
K11_FUNCDYSP,169,0.066 [0.058-0.07],2.986e-57,***,Functional dyspepsia,Digestive
J10_UPPERINFEC,1002,0.063 [0.053-0.07],3.380e-31,***,Acute upper respiratory infections,Respiratory
M13_THORACISPINEPAIN,151,0.063 [0.054-0.07],2.048e-37,***,Pain in thoracic spine,Musculoskeletal
N14_FIOTHNAS,100,0.062 [0.049-0.07],4.463e-16,***,"Female infertility, cervical, vaginal, other or unspecified origin",Genitourinary
N14_FEMALEGENNONINF,279,0.059 [0.043-0.08],4.811e-07,***,Noninflammatory disorders of female genital tract,Genitourinary
I9_POSTAMI,149,0.059 [0.038-0.08],0.015,*,Status post-ami,Circulatory
K11_OTHANRECT,204,0.058 [0.047-0.07],2.412e-20,***,Other diseases of anus and rectum,Digestive
E4_METABOLIA,4834,0.057 [0.044-0.07],5.275e-13,***,Metabolic disorders,Endocrine and metabolic
M13_ARTHROPATHIES,7062,0.055 [0.050-0.06],3.117e-104,***,Arthropathies,Musculoskeletal
M13_HALLUXRIGIDUS,40,0.053 [0.040-0.07],1.272e-10,***,Hallux rigidus,Musculoskeletal
I9_STR,191,0.053 [0.038-0.07],1.274e-07,***,"Stroke, excluding SAH",Circulatory
H7_CONJUNCTIVITISACUNONATOPIC,214,0.052 [0.041-0.06],7.510e-17,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
K11_CHOLECYST,114,0.050 [0.034-0.07],7.951e-05,***,Cholecystitis,Digestive
H7_EYEOTH,57,0.049 [0.035-0.06],7.963e-07,***,Other disorders of eye and adnexa,Eye and adnexa
I9_SEQULAE,126,0.048 [0.036-0.06],3.258e-11,***,Sequelae of cerebrovascular disease,Circulatory
NEURODEGOTH,4178,0.046 [0.042-0.05],3.836e-113,***,Other degenerative diseases of the nervous system,Nervous
N14_RENALTUB,449,0.046 [0.037-0.06],1.085e-16,***,Renal tubulo-interstitial diseases,Genitourinary
