Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.422 [0.407-0.44],1.000e-315,***,Cystitis,Genitourinary
E4_HYPERLIPMIX,365,0.243 [0.213-0.27],8.796e-52,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_MALEGEN,1375,0.220 [0.210-0.23],1.000e-315,***,Diseases of male genital organs,Genitourinary
KRA_PSY_ANYMENTAL,2504,0.202 [0.191-0.21],1.250e-261,***,Any mental disorder,Mental and behavioural
N14_URINOTH,1485,0.128 [0.103-0.15],6.475e-18,***,Other diseases of urinary system,Genitourinary
N14_PROSTHYPERPLA,3794,0.117 [0.113-0.12],1.000e-315,***,Hyperplasia of prostate,Genitourinary
AB1_BACT_INTEST_OTH,357,0.115 [0.108-0.12],6.030e-268,***,Other bacterial intestinal infections,Infectious and parasitic
G6_DEGENOTH,14,0.112 [0.075-0.15],4.086e-04,***,Other and unspecified degenerative diseases of nervous system,Nervous
M13_SOFTTISSUEOTH,600,0.104 [0.087-0.12],4.377e-27,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
F5_DEPRESSIO,2165,0.099 [0.092-0.11],1.380e-160,***,Depression,Mental and behavioural
H7_CHALAZION,671,0.095 [0.084-0.11],4.276e-60,***,Chalazion,Eye and adnexa
H8_NONSUPPNAS,1145,0.094 [0.087-0.10],8.510e-153,***,Nonsuppurative otitis media,Ear and mastoid
M13_HAMMERTOE,331,0.092 [0.076-0.11],3.521e-23,***,Other hammer toe(s) (acquired),Musculoskeletal
C_DIFFICILE_ENTEROCOLITIS,2693,0.087 [0.084-0.09],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
J10_PLEURA,140,0.086 [0.071-0.10],2.095e-25,***,Other diseases of pleura,Respiratory
N14_FEMALEGENNONINF,279,0.081 [0.066-0.10],1.503e-21,***,Noninflammatory disorders of female genital tract,Genitourinary
N14_MENSIRREG,59,0.081 [0.065-0.10],2.888e-18,***,Irregular menses,Genitourinary
K11_FISTULA,485,0.077 [0.073-0.08],4.069e-273,***,Colonic or urogenital fistula,Digestive
J10_SEPTDEV,498,0.073 [0.060-0.09],1.050e-21,***,Deviated nasal septum,Respiratory
N14_CHRONEPHROPATH,18,0.073 [0.063-0.08],1.134e-38,***,Chronic nephritic syndrome,Genitourinary
F5_DELIRIUM,173,0.073 [0.062-0.08],6.472e-31,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
K11_ORAL,489,0.070 [0.044-0.10],0.034,*,"Diseases of oral cavity, salivary glands and jaws",Digestive
VD_U,43,0.066 [0.049-0.08],2.409e-09,***,Vascular dementia (undefined),Mental and behavioural
N14_ORHCEPINDIDYMITIS,99,0.065 [0.048-0.08],6.369e-08,***,Orchitis and epididymitis,Genitourinary
N14_ABNORMALBLEED,19,0.063 [0.040-0.09],0.028,*,Other abnormal uterine and vaginal bleeding,Genitourinary
M13_SYNOTEND,1267,0.062 [0.052-0.07],7.027e-27,***,Disorders of synovium and tendon,Musculoskeletal
K11_INTESTOTH,398,0.058 [0.045-0.07],8.055e-14,***,Other diseases of intestines,Digestive
O15_PREG_OTHER_MAT_DISORD,1961,0.057 [0.048-0.07],1.039e-28,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_ENTESOPATHYOTH,48,0.056 [0.039-0.07],1.664e-04,***,Other enthesopathies,Musculoskeletal
M13_HALLUXVALGUS,3980,0.053 [0.049-0.06],2.068e-135,***,Hallux valgus (acquired),Musculoskeletal
J10_PNEUMOTHORAX,46,0.051 [0.041-0.06],7.885e-19,***,Pneumothorax,Respiratory
F5_VASCDEM,107,0.047 [0.031-0.06],0.001,**,Vascular dementia,Mental and behavioural
CD2_LYMPHOID_LEUKAEMIA,767,0.044 [0.041-0.05],5.815e-218,***,Lymphoid leukaemia,Neoplasms
N14_OVARYCYST,985,0.042 [0.037-0.05],3.535e-75,***,Ovarian cyst,Genitourinary
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.041 [0.036-0.04],3.179e-71,***,Melanocytic naevi of trunk,Neoplasms
M13_OSTEOMYELITIS,308,0.040 [0.029-0.05],1.343e-08,***,Osteomyelitis,Musculoskeletal
M13_MYALGIA,253,0.040 [0.031-0.05],5.930e-12,***,Myalgia,Musculoskeletal
CD2_BENIGN_OVARY,144,0.038 [0.031-0.04],3.764e-24,***,Benign neoplasm of ovary,Neoplasms
J10_CHRONTONSADEN,5827,0.037 [0.033-0.04],3.416e-67,***,Chronic diseases of tonsils and adenoids,Respiratory
CD2_BENIGN_MELANOCYTIC,521,0.035 [0.025-0.04],2.164e-07,***,Melanocytic naevi,Neoplasms
I9_HEARTFAIL,682,0.035 [0.027-0.04],6.996e-12,***,"Heart failure, strict",Circulatory
H7_PTOSIS,64,0.033 [0.025-0.04],6.709e-11,***,Ptosis of eyelid,Eye and adnexa
C3_CLL_WIDE,431,0.030 [0.028-0.03],3.817e-121,***,"Chronic lymphocytic leukaemia and small lyphocytis leukaemia, including Hilmo",Neoplasms
AB1_VIRAL_OTHER_INTEST_INFECTIONS,985,0.030 [0.022-0.04],9.531e-08,***,Viral and other specified intestinal infections,Infectious and parasitic
E4_MINERAL_MET,806,0.029 [0.028-0.03],1.000e-315,***,Disorders of mineral metabolism,Endocrine and metabolic
K11_HERNIA,6152,0.029 [0.025-0.03],2.420e-40,***,Hernia,Digestive
COPD_EARLY,512,0.029 [0.026-0.03],1.026e-109,***,Early onset COPD,Respiratory
CD2_BENIGN_RECTUM,68,0.027 [0.017-0.04],0.003,**,Benign neoplasm: Rectum,Neoplasms
I9_VASCINT,15,0.026 [0.019-0.03],2.178e-06,***,Vascular diseases of the intestine,Circulatory
K11_ENERCOLNONINF,4471,0.026 [0.017-0.04],0.007,**,Noninfective enteritis and colitis,Digestive
N14_CALCUKIDUR,1321,0.026 [0.022-0.03],4.251e-28,***,Calculus of kidney and ureter,Genitourinary
N14_BENIGNMAMDYSP,134,0.026 [0.020-0.03],9.126e-11,***,Benign mammary dysplasia,Genitourinary
N14_BREAST,659,0.025 [0.020-0.03],1.459e-16,***,Disorders of breast,Genitourinary
N14_ENDOMETRIOSIS_UTERUS,193,0.025 [0.020-0.03],2.138e-17,***,Adenomyosis (Endometriosis of uterus),Genitourinary
CD2_BENIGN_MELANOCYTIC_SCALPNECK,136,0.024 [0.020-0.03],4.265e-20,***,Melanocytic naevi of scalp and neck,Neoplasms
J10_EMPHYSEMA,365,0.024 [0.022-0.03],7.997e-90,***,Emphysema,Respiratory
J10_PLEURPLAGUE,310,0.022 [0.019-0.02],1.250e-50,***,Pleural plaque,Respiratory
AB1_ZOSTER,268,0.022 [0.017-0.03],4.718e-10,***,Zoster [herpes zoster],Infectious and parasitic
M13_POSTOPMUSCULOSKE,86,0.022 [0.015-0.03],3.428e-05,***,"Postprocedural musculoskeletal disorders, not elsewhere classified",Musculoskeletal
AD_AM,451,0.021 [0.015-0.03],4.547e-08,***,Alzheimer disease (Atypical or mixed),Nervous
CD2_FOLLICULAR_LYMPHOMA,5808,0.021 [0.020-0.02],1.000e-315,***,"Follicular lymphoma, hilmo",Neoplasms
PHLEBI_THROMBOP_LOWER_EXTREMITI_UNSPE,25,0.020 [0.016-0.02],7.743e-18,***,"Phlebitis and thrombophlebitis of lower extremities, unspecified, drug-induced",Ear and mastoid
H7_OPTNEUROTH,48,0.020 [0.013-0.03],0.018,*,Other disorders of optic [2nd] nerve and visual pathways,Eye and adnexa
M13_CALCIFICTEND,177,0.020 [0.016-0.02],2.751e-19,***,Calcific tendinitis of shoulder,Musculoskeletal
C3_BRONCHUS_LUNG,572,0.020 [0.013-0.03],4.541e-04,***,Malignant neoplasm of bronchus and lung,Neoplasms
N14_OTHNONINFUTER,645,0.020 [0.016-0.02],3.649e-27,***,"Other noninflammatory disorders of uterus, except cervix",Genitourinary
I9_HYPTENSRD,30,0.019 [0.013-0.03],7.594e-04,***,Hypertensive Renal Disease,Circulatory
C3_LUNG_NONSMALL,527,0.018 [0.012-0.02],2.125e-04,***,Non-small cell lung cancer,Neoplasms
K11_DIVERTIC,4845,0.018 [0.015-0.02],2.086e-29,***,Diverticular disease of intestine,Digestive
K11_DIAHER,628,0.017 [0.013-0.02],1.115e-09,***,Diaphragmatic hernia,Digestive
CD2_BENIGN_LEIOMYOMA_UTERI,9078,0.016 [0.014-0.02],9.856e-74,***,Leiomyoma of uterus,Neoplasms
K11_VENTHER,1063,0.016 [0.011-0.02],1.045e-05,***,Ventral hernia,Digestive
M13_POLYMYALGIA,4532,0.016 [0.013-0.02],2.084e-35,***,Polymyalgia rheumatica,Musculoskeletal
M13_POLYARTHRITIS,1672,0.014 [0.012-0.02],1.358e-35,***,"Polyarthritis, unspecified",Musculoskeletal
PRIM_COXARTHROSIS,939,0.014 [0.010-0.02],8.291e-08,***,"Primary coxarthrosis, bilateral",Musculoskeletal
M13_FOREIGNBODY,77,0.013 [0.008-0.02],6.853e-04,***,Residual foreign body in soft tissue,Musculoskeletal
K11_UMBHER,2034,0.012 [0.009-0.01],5.615e-08,***,Umbilical hernia,Digestive
M13_RHEUMA,20944,0.011 [0.010-0.01],1.256e-145,***,Rheumatoid arthritis,Musculoskeletal
N14_ENDOMETRIOSIS,3268,0.011 [0.009-0.01],2.416e-14,***,Endometriosis,Genitourinary
H7_BLINDMONOCULAR,75,0.011 [0.008-0.01],1.250e-09,***,"Blindness, monocular",Eye and adnexa
RHEUMA_NOS,13051,0.011 [0.010-0.01],3.027e-119,***,Other/unspecified rheumatoid arthritis,Musculoskeletal
F5_ALZHDEMENT,2076,0.011 [0.008-0.01],7.341e-10,***,Dementia in Alzheimer disease,Mental and behavioural
RHEUMA_OTHER_WIDE,12512,0.011 [0.009-0.01],6.230e-64,***,"Other (seronegative) rheumatoid arthritis, wide",Musculoskeletal
RHEUMA_SEROPOS_WIDE,21443,0.010 [0.010-0.01],1.066e-180,***,"Seropositive rheumatoid arthritis, wide",Musculoskeletal
G6_NEURODEGENERATIVE,4070,0.010 [0.007-0.01],1.661e-08,***,Unspecific neurodegenerative disorder,Nervous
