Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_RENALTUB,449,0.142 [0.133-0.15],7.164e-211,***,Renal tubulo-interstitial diseases,Genitourinary
K11_OTHDISDIG,25,0.121 [0.097-0.15],1.095e-16,***,Other diseases of the digestive system,Digestive
M13_SOFTTISSUE,1904,0.105 [0.097-0.11],2.419e-141,***,Soft tissue disorders,Musculoskeletal
N14_FEMALEINFERT,80,0.092 [0.070-0.11],5.011e-12,***,Female infertility,Genitourinary
K11_GASTRODUOULC,227,0.087 [0.080-0.09],2.445e-116,***,Gastroduodenal ulcer,Digestive
K11_FUNCDYSP,169,0.084 [0.076-0.09],2.109e-105,***,Functional dyspepsia,Digestive
M13_GANGLION,38,0.066 [0.052-0.08],3.137e-16,***,Ganglion,Musculoskeletal
D3_OTHERBLOOD,429,0.055 [0.052-0.06],1.000e-315,***,Other diseases of blood and blood-forming organs,Blood and immune
N14_URINOTH,1485,0.054 [0.047-0.06],2.667e-49,***,Other diseases of urinary system,Genitourinary
N14_URETHRAOTH,610,0.053 [0.045-0.06],2.856e-30,***,Other disorders of urethra and urinary system,Genitourinary
M13_SOFTTISSUEOTH,600,0.053 [0.042-0.06],2.036e-16,***,"Other soft tissue disorders, not elsewhere classified",Musculoskeletal
I9_HEARTFAIL,682,0.052 [0.044-0.06],1.446e-39,***,"Heart failure, strict",Circulatory
JOINTPAIN,1595,0.051 [0.045-0.06],2.064e-50,***,Pain in joint,Musculoskeletal
K11_OTHENTERCOL,751,0.051 [0.047-0.06],1.368e-126,***,Other noninfective gastroenteritis and colitis,Digestive
D3_AGRANULOCYTOSIS,347,0.051 [0.048-0.05],8.852e-228,***,Agranulocytosis,Blood and immune
M13_MUSCLE,168,0.050 [0.046-0.05],4.177e-97,***,Disorders of muscles,Musculoskeletal
H7_LIDLACRIMALORBIT,197,0.046 [0.030-0.06],0.006,**,"Disorders of eyelid, lacrimal system and orbit",Eye and adnexa
J10_LOWERINF,122,0.044 [0.029-0.06],0.001,**,Other acute lower respiratory infections,Respiratory
CD2_BENIGN_PAROTID,171,0.043 [0.039-0.05],5.853e-104,***,Benign neoplasm: Parotid gland,Neoplasms
M13_ARTHROSIS_OTH,570,0.042 [0.029-0.06],3.301e-04,***,Other arthrosis,Musculoskeletal
K11_PANCOTH,29,0.041 [0.029-0.05],3.581e-06,***,Other diseases of pancreas,Digestive
J10_PLEURA,140,0.041 [0.029-0.05],5.443e-06,***,Other diseases of pleura,Respiratory
K11_DULC,287,0.036 [0.031-0.04],4.709e-32,***,Duodenal ulcer,Digestive
K11_CHOLECYST,114,0.036 [0.029-0.04],2.032e-21,***,Cholecystitis,Digestive
I9_ATHSCLE,3616,0.034 [0.031-0.04],3.826e-169,***,"Atherosclerosis, excluding cerebral and coronary sclerosis",Circulatory
CD2_BENIGN_EAR_RESP,224,0.033 [0.028-0.04],3.248e-33,***,Benign neoplasm of middle ear and respiratory system,Neoplasms
I9_VASCINT,15,0.032 [0.024-0.04],1.166e-09,***,Vascular diseases of the intestine,Circulatory
L12_URTICA_NAS,213,0.032 [0.025-0.04],3.124e-15,***,Other and unspecified urticaria,Skin
K11_OTHINFLIV,466,0.031 [0.029-0.03],5.709e-212,***,Other inflammatory liver diseases,Digestive
L12_DISORDSKINAPPENDIX,424,0.030 [0.023-0.04],1.177e-11,***,Disorders of skin appendages,Skin
CD2_BENIGN_LIPOMATOUS,198,0.030 [0.020-0.04],8.874e-05,***,Benign lipomatous neoplasm,Neoplasms
I9_OTHPER,110,0.030 [0.023-0.04],1.132e-15,***,Other peripheral vascular diseases,Circulatory
J10_PNEUMOTHORAX,46,0.027 [0.019-0.03],2.019e-06,***,Pneumothorax,Respiratory
I9_OTHARR,798,0.027 [0.021-0.03],7.585e-14,***,Other arrhythmias,Circulatory
K11_CHOLANGI,1455,0.027 [0.026-0.03],1.000e-315,***,"Cholangitis (primary sclerosing, PSC)",Digestive
H8_OTHEREAR,3939,0.026 [0.023-0.03],1.361e-51,***,Other disorders of ear,Ear and mastoid
H8_EXT_NAS,170,0.026 [0.020-0.03],3.304e-13,***,"Otitis externa, unspecified",Ear and mastoid
I9_THAORTANEUR,1182,0.026 [0.023-0.03],5.749e-82,***,Thoracic aortic aneurysm,Circulatory
L12_GRANULOMATOUSSKIN,404,0.025 [0.024-0.03],3.561e-274,***,Granulomatous disorders of skin and subcutaneous tissue,Skin
