Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
J10_ACUTEUPPERINFEC,241,0.223 [0.204-0.24],1.142e-109,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
AB1_OTHER_BACTERIAL,478,0.219 [0.209-0.23],1.000e-315,***,Other bacterial diseases,Infectious and parasitic
J10_UPPERINFEC,1002,0.192 [0.183-0.20],1.000e-315,***,Acute upper respiratory infections,Respiratory
CD2_BENIGN_COLON_NOS,212,0.188 [0.144-0.23],1.124e-11,***,"Benign neoplasm: Colon, unspecified",Neoplasms
J10_INFLUPNEU,534,0.186 [0.168-0.20],7.539e-86,***,Influenza and pneumonia,Respiratory
O15_DELIV_CAESAR,82,0.184 [0.172-0.20],9.527e-177,***,Single delivery by caesarean section,Pregnancy
M13_OSTEOCHONDRO,166,0.164 [0.142-0.19],3.064e-42,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.164 [0.150-0.18],5.920e-126,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
O15_MATERN_CARE_OTHER,240,0.149 [0.142-0.16],1.000e-315,***,Maternal care for other known or suspected fetal problems,Pregnancy
KRA_PSY_ANYMENTAL,2504,0.124 [0.115-0.13],6.457e-153,***,Any mental disorder,Mental and behavioural
N14_MALEGEN,1375,0.121 [0.115-0.13],1.788e-301,***,Diseases of male genital organs,Genitourinary
H7_VITRBODYGLOBE,276,0.120 [0.108-0.13],2.269e-79,***,Disorders of vitreous body,Eye and adnexa
M13_LIMBPAIN,197,0.116 [0.099-0.13],3.145e-34,***,Pain in limb,Musculoskeletal
H8_EXTERNAL,828,0.114 [0.110-0.12],1.000e-315,***,Diseases of external ear,Ear and mastoid
L12_INFECT_SKIN,518,0.109 [0.097-0.12],1.437e-62,***,Infections of the skin and subcutaneous tissue,Skin
K11_CHRONGASTR,210,0.097 [0.089-0.10],1.086e-130,***,Chronic gastritis,Digestive
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.097 [0.092-0.10],1.000e-315,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
J10_UPPERDIS,4085,0.096 [0.090-0.10],1.382e-173,***,Other diseases of upper respiratory tract,Respiratory
O15_PRETERM,17,0.090 [0.069-0.11],8.291e-12,***,Preterm labour and delivery,Pregnancy
M13_SYNOTEND,1267,0.088 [0.081-0.09],8.320e-143,***,Disorders of synovium and tendon,Musculoskeletal
M13_ARTHROPATHIES,7062,0.085 [0.080-0.09],9.560e-254,***,Arthropathies,Musculoskeletal
E4_LIPOPROTNAS,242,0.084 [0.071-0.10],4.476e-29,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
M13_ROTATORCUFF,66,0.079 [0.058-0.10],1.249e-07,***,Rotator cuff syndrome,Musculoskeletal
ASTHMA_NAS,3913,0.077 [0.074-0.08],1.000e-315,***,"Asthma, unspecified (mode)",Respiratory
K11_PANCOTH,29,0.077 [0.067-0.09],1.494e-44,***,Other diseases of pancreas,Digestive
