Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.589 [0.558-0.62],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.439 [0.414-0.46],7.550e-264,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.378 [0.349-0.41],1.345e-147,***,Other diseases of urinary system,Genitourinary
MEMLOSS,48,0.281 [0.222-0.34],4.798e-15,***,Memory loss,Mental and behavioural
G6_DEGENOTH,14,0.272 [0.190-0.35],1.513e-05,***,Other and unspecified degenerative diseases of nervous system,Nervous
E4_HYPERLIPNAS,1251,0.252 [0.221-0.28],3.458e-51,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,0.216 [0.211-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
E4_FH,518,0.208 [0.171-0.25],2.996e-22,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_LIPOPROTNAS,242,0.204 [0.143-0.27],1.419e-05,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.204 [0.188-0.22],3.419e-137,***,Any mental disorder,Mental and behavioural
E4_METABOLIA,4834,0.202 [0.179-0.23],2.822e-59,***,Metabolic disorders,Endocrine and metabolic
E4_HYPERLIPMIX,365,0.198 [0.168-0.23],2.827e-33,***,Mixed hyperlipidaemia,Endocrine and metabolic
I9_POSTAMI,149,0.194 [0.155-0.23],2.555e-17,***,Status post-ami,Circulatory
VD_U,43,0.179 [0.144-0.21],1.744e-18,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.166 [0.115-0.22],5.451e-05,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.164 [0.147-0.18],1.109e-81,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
N14_MALEGEN,1375,0.161 [0.151-0.17],1.747e-250,***,Diseases of male genital organs,Genitourinary
F5_DELIRIUM,173,0.150 [0.118-0.18],2.230e-15,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.145 [0.141-0.15],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_VASCDEM,107,0.128 [0.091-0.17],5.304e-06,***,Vascular dementia,Mental and behavioural
N14_CHRONEPHROPATH,18,0.095 [0.084-0.11],7.761e-59,***,Chronic nephritic syndrome,Genitourinary
H7_CHALAZION,671,0.093 [0.088-0.10],1.000e-315,***,Chalazion,Eye and adnexa
J10_ACUTEUPPERINFEC,241,0.089 [0.058-0.12],0.004,**,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
N14_PROSTHYPERPLA,3795,0.087 [0.083-0.09],1.000e-315,***,Hyperplasia of prostate,Genitourinary
K11_FISTULA,485,0.086 [0.082-0.09],8.078e-292,***,Colonic or urogenital fistula,Digestive
AUD,259,0.082 [0.066-0.10],4.110e-18,***,"Alcohol use disorder, ICD-based",Mental and behavioural
K11_INTESTOTH,398,0.080 [0.065-0.10],2.650e-20,***,Other diseases of intestines,Digestive
NEURODEGOTH,4178,0.080 [0.075-0.09],7.032e-210,***,Other degenerative diseases of the nervous system,Nervous
M13_HAMMERTOE,331,0.078 [0.062-0.09],2.535e-15,***,Other hammer toe(s) (acquired),Musculoskeletal
N14_FEMALEINFERT,80,0.077 [0.062-0.09],5.892e-18,***,Female infertility,Genitourinary
F5_DEPRESSIO,2165,0.074 [0.067-0.08],9.265e-88,***,Depression,Mental and behavioural
J10_INFLUPNEU,534,0.071 [0.056-0.09],7.901e-16,***,Influenza and pneumonia,Respiratory
M13_HALLUXVALGUS,3980,0.070 [0.065-0.08],7.195e-142,***,Hallux valgus (acquired),Musculoskeletal
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.070 [0.063-0.08],1.333e-91,***,Melanocytic naevi of trunk,Neoplasms
AD_AM,451,0.069 [0.057-0.08],1.267e-22,***,Alzheimer disease (Atypical or mixed),Nervous
K11_HAEMORR,329,0.069 [0.052-0.09],1.754e-09,***,Haemorrhoids and perianal venous thrombosis,Digestive
J10_SEPTDEV,498,0.064 [0.051-0.08],1.729e-16,***,Deviated nasal septum,Respiratory
F5_DEMENTIA,3309,0.060 [0.055-0.07],1.100e-105,***,Dementia,Mental and behavioural
J10_PLEURA,140,0.060 [0.047-0.07],6.458e-16,***,Other diseases of pleura,Respiratory
KRA_PSY_DEMENTIA,2863,0.059 [0.054-0.06],1.938e-89,***,Any dementia,Mental and behavioural
I9_UAP,1483,0.059 [0.044-0.07],1.063e-08,***,Unstable angina pectoris,Circulatory
M13_RADICULOPATHY,15,0.059 [0.037-0.08],0.032,*,Radiculopathy,Musculoskeletal
G6_NEURODEGENERATIVE,4070,0.058 [0.054-0.06],4.811e-134,***,Unspecific neurodegenerative disorder,Nervous
H7_PARASTRAB,7,0.058 [0.038-0.08],0.003,**,Paralytic strabismus,Eye and adnexa
N14_MENSIRREG,59,0.058 [0.041-0.07],3.364e-06,***,Irregular menses,Genitourinary
J10_PLEURPLAGUE,310,0.057 [0.054-0.06],1.000e-315,***,Pleural plaque,Respiratory
L12_ROSACEANAS,82,0.052 [0.043-0.06],2.658e-24,***,Other and unspecified rosacea,Skin
K11_DISORD_TEETH,111,0.049 [0.036-0.06],8.374e-08,***,Other disorders of teeth and supporting structures,Digestive
G6_ALZHEIMER,2982,0.047 [0.043-0.05],4.154e-88,***,Alzheimer disease,Nervous
