Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_BENIGN_COLON_NOS,212,0.239 [0.171-0.31],1.289e-06,***,"Benign neoplasm: Colon, unspecified",Neoplasms
K11_CHRONGASTR,210,0.169 [0.160-0.18],1.000e-315,***,Chronic gastritis,Digestive
N14_RENALTUB,449,0.161 [0.153-0.17],9.642e-294,***,Renal tubulo-interstitial diseases,Genitourinary
O15_PRETERM,17,0.153 [0.130-0.18],4.071e-31,***,Preterm labour and delivery,Pregnancy
M13_LOWBACKPAIN,1988,0.147 [0.140-0.15],1.000e-315,***,Low back pain,Musculoskeletal
E4_LIPOPROTNAS,242,0.142 [0.115-0.17],2.699e-19,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.139 [0.129-0.15],3.718e-165,***,Migraine with aura,Nervous
M13_DORSALGIANAS,1009,0.128 [0.121-0.14],8.244e-267,***,Other/unspecified dorsalgia,Musculoskeletal
M13_THORACISPINEPAIN,151,0.120 [0.112-0.13],1.100e-172,***,Pain in thoracic spine,Musculoskeletal
G6_OTHNEU,31,0.119 [0.086-0.15],3.448e-07,***,Other neurological diseases,Nervous
H8_BPV,30,0.117 [0.083-0.15],6.757e-06,***,Benign paroxysmal vertigo,Ear and mastoid
L12_DERMATITISNAS,2477,0.116 [0.111-0.12],1.000e-315,***,Dermatitis,Skin
H7_EYEOTH,57,0.108 [0.095-0.12],6.489e-57,***,Other disorders of eye and adnexa,Eye and adnexa
M13_SOFTTISSUE,1904,0.105 [0.098-0.11],4.573e-182,***,Soft tissue disorders,Musculoskeletal
E4_OBESITYXTRMALV,103,0.099 [0.087-0.11],3.605e-59,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
M13_OTHERJOINT,3314,0.097 [0.089-0.10],2.666e-147,***,Other joint disorders,Musculoskeletal
M13_DORSOPATHYOTH,5393,0.094 [0.088-0.10],1.447e-224,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
K11_LIVER,812,0.087 [0.079-0.10],3.382e-91,***,Diseases of liver,Digestive
L12_OTHERCONTACT,39,0.085 [0.060-0.11],9.578e-06,***,Other contact dermatitis,Skin
H7_CONJUNCTIVITISACUNONATOPIC,214,0.082 [0.068-0.10],2.523e-23,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
G6_NERPLEX,2804,0.081 [0.075-0.09],1.112e-119,***,"Nerve, nerve root and plexus disorders",Nervous
JOINTPAIN,1595,0.077 [0.066-0.09],9.087e-36,***,Pain in joint,Musculoskeletal
H7_OCUPAIN,174,0.077 [0.072-0.08],1.146e-178,***,Ocular pain,Eye and adnexa
M13_MUSCLE,168,0.077 [0.073-0.08],2.287e-249,***,Disorders of muscles,Musculoskeletal
M13_ARTHROPATHIES,7062,0.077 [0.071-0.08],1.885e-155,***,Arthropathies,Musculoskeletal
M13_KNEEDERANGEMENTS,6,0.074 [0.048-0.10],0.005,**,Internal derangement of knee,Musculoskeletal
E4_HYPERLIPNAS,1251,0.074 [0.058-0.09],1.471e-13,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
N14_EROSECTROPUT,31,0.070 [0.062-0.08],3.704e-68,***,Erosion and ectropion of cervix uteri,Genitourinary
M13_ARTHROSIS_OTH,570,0.066 [0.047-0.09],7.556e-06,***,Other arthrosis,Musculoskeletal
O15_DELIV_CAESAR,82,0.066 [0.051-0.08],4.463e-14,***,Single delivery by caesarean section,Pregnancy
M13_DORSOPATHY,8797,0.065 [0.061-0.07],2.621e-221,***,Dorsopathies,Musculoskeletal
H7_KERATITISOTH,43,0.065 [0.050-0.08],1.781e-12,***,Other keratitis,Eye and adnexa
L12_OTHERSKINSUBCUTIS,3364,0.064 [0.060-0.07],2.720e-225,***,Other disorders of skin and subcutaneous tissue,Skin
H7_CATARACTSENILE,4936,0.064 [0.060-0.07],2.275e-258,***,Senile cataract,Eye and adnexa
K11_OTHENTERCOL,751,0.063 [0.059-0.07],2.109e-237,***,Other noninfective gastroenteritis and colitis,Digestive
M13_SPONDYLOSIS,854,0.063 [0.052-0.07],1.584e-23,***,Spondylosis,Musculoskeletal
K11_FUNCDYSP,169,0.063 [0.056-0.07],6.792e-62,***,Functional dyspepsia,Digestive
CD2_BENIGN_COLORECANI,1443,0.061 [0.042-0.08],1.582e-04,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
K11_DISLIVOTH,287,0.059 [0.054-0.06],1.429e-99,***,Other diseases of liver,Digestive
N14_MENOPAUSOT,49,0.057 [0.043-0.07],4.294e-10,***,Other menopausal disorders,Genitourinary
AB1_GASTROENTERITIS_NOS,923,0.057 [0.046-0.07],4.610e-18,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
M13_ARTHROSIS,4684,0.056 [0.050-0.06],1.006e-58,***,Arthrosis,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.053 [0.045-0.06],5.877e-38,***,Meniscus derangement,Musculoskeletal
M13_CERVICALGIA,179,0.052 [0.044-0.06],3.522e-31,***,Cervicalgia,Musculoskeletal
H7_OTHIRISCILIARY,14,0.052 [0.036-0.07],1.265e-05,***,Other disorders of iris and ciliary body,Eye and adnexa
D3_AGRANULOCYTOSIS,347,0.051 [0.048-0.05],3.411e-225,***,Agranulocytosis,Blood and immune
L12_URTICA_NAS,213,0.051 [0.041-0.06],5.232e-19,***,Other and unspecified urticaria,Skin
O15_MATERN_CARE_PELVIC_ABNORM,86,0.050 [0.037-0.06],4.664e-09,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_ARTHROSIS_POLY,390,0.049 [0.043-0.06],3.309e-42,***,Polyarthrosis,Musculoskeletal
I9_UAP,1483,0.048 [0.039-0.06],1.018e-24,***,Unstable angina pectoris,Circulatory
E4_METABOLIA,4834,0.048 [0.035-0.06],7.659e-08,***,Metabolic disorders,Endocrine and metabolic
N14_CHRONKIDNEYDIS,1777,0.047 [0.044-0.05],7.053e-153,***,Chronic kidney disease,Genitourinary
O15_HAEMORRH_EARLY_PREG,148,0.047 [0.036-0.06],1.624e-11,***,Haemorrhage in early pregnancy,Pregnancy
M13_PYOGARTH,525,0.047 [0.044-0.05],1.754e-230,***,Pyogenic arthritis,Musculoskeletal
F5_CANNABIS,7,0.045 [0.032-0.06],3.373e-06,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
M13_OSTEOCHONDRO,166,0.044 [0.032-0.06],2.552e-07,***,Osteopathies and chondropathies,Musculoskeletal
