Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
N14_CYSTITIS,693,0.615 [0.585-0.64],1.000e-315,***,Cystitis,Genitourinary
K11_OTHDISDIG,25,0.472 [0.442-0.50],3.670e-206,***,Other diseases of the digestive system,Digestive
N14_URINOTH,1485,0.361 [0.331-0.39],9.572e-120,***,Other diseases of urinary system,Genitourinary
G6_DEGENOTH,14,0.261 [0.219-0.30],4.962e-29,***,Other and unspecified degenerative diseases of nervous system,Nervous
F5_DEMINOTH,8,0.258 [0.186-0.33],4.302e-07,***,Dementia in other diseases classified elsewhere,Mental and behavioural
MEMLOSS,48,0.255 [0.216-0.29],2.809e-33,***,Memory loss,Mental and behavioural
E4_HYPERLIPMIX,365,0.238 [0.204-0.27],6.486e-38,***,Mixed hyperlipidaemia,Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,0.238 [0.223-0.25],1.319e-198,***,Any mental disorder,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.211 [0.205-0.22],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
N14_MALEGEN,1376,0.206 [0.195-0.22],1.000e-315,***,Diseases of male genital organs,Genitourinary
E4_HYPERLIPNAS,1251,0.192 [0.161-0.22],6.639e-30,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
VD_U,43,0.171 [0.148-0.19],7.434e-43,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.161 [0.118-0.20],3.380e-08,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_FH,518,0.160 [0.122-0.20],5.065e-11,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.159 [0.135-0.18],7.793e-35,***,Metabolic disorders,Endocrine and metabolic
F5_DELIRIUM,173,0.158 [0.135-0.18],2.265e-36,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
I9_POSTAMI,149,0.156 [0.125-0.19],1.652e-17,***,Status post-ami,Circulatory
