Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
E4_LIPOPROTNAS,242,0.434 [0.389-0.48],4.415e-75,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.322 [0.296-0.35],2.125e-121,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.320 [0.215-0.43],7.053e-04,***,Memory loss,Mental and behavioural
E4_FH,518,0.276 [0.247-0.31],7.246e-70,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.276 [0.257-0.29],4.020e-187,***,Metabolic disorders,Endocrine and metabolic
CD2_BENIGN_COLON_NOS,212,0.256 [0.189-0.32],1.297e-08,***,"Benign neoplasm: Colon, unspecified",Neoplasms
I9_POSTAMI,149,0.234 [0.186-0.28],1.258e-16,***,Status post-ami,Circulatory
G6_MIGRAINE_WITH_AURA,143,0.194 [0.183-0.21],1.346e-260,***,Migraine with aura,Nervous
VD_U,43,0.183 [0.125-0.24],1.905e-04,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.179 [0.119-0.24],0.001,**,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.164 [0.151-0.18],9.508e-130,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
M13_SOFTTISSUE,1904,0.144 [0.136-0.15],4.568e-261,***,Soft tissue disorders,Musculoskeletal
F5_DELIRIUM,173,0.140 [0.097-0.18],3.625e-05,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
F5_VASCDEM,107,0.138 [0.093-0.18],3.220e-04,***,Vascular dementia,Mental and behavioural
N14_RENALTUB,449,0.128 [0.119-0.14],1.338e-199,***,Renal tubulo-interstitial diseases,Genitourinary
AUD,259,0.123 [0.109-0.14],3.956e-68,***,"Alcohol use disorder, ICD-based",Mental and behavioural
M13_LIMBPAIN,197,0.098 [0.079-0.12],2.325e-20,***,Pain in limb,Musculoskeletal
K11_OESSTODUO,43,0.097 [0.064-0.13],0.004,**,"Diseases of oesophagus, stomach and duodenum",Digestive
CD2_BENIGN_COLORECANI,1443,0.091 [0.072-0.11],1.022e-15,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
I9_UAP,1483,0.090 [0.074-0.11],1.062e-22,***,Unstable angina pectoris,Circulatory
K11_PANCOTH,29,0.084 [0.073-0.10],1.969e-44,***,Other diseases of pancreas,Digestive
AD_AM,451,0.076 [0.060-0.09],5.816e-15,***,Alzheimer disease (Atypical or mixed),Nervous
G6_NERPLEX,2804,0.075 [0.070-0.08],1.812e-233,***,"Nerve, nerve root and plexus disorders",Nervous
M13_ROTATORCUFF,66,0.071 [0.048-0.09],7.141e-04,***,Rotator cuff syndrome,Musculoskeletal
F5_DEMENTIA,3309,0.070 [0.063-0.08],1.201e-64,***,Dementia,Mental and behavioural
N14_PYELONEPHR,67,0.068 [0.051-0.08],5.276e-10,***,Acute tubulo-interstitial nephritis,Genitourinary
KRA_PSY_DEMENTIA,2863,0.066 [0.058-0.07],1.006e-48,***,Any dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4070,0.059 [0.053-0.07],1.658e-76,***,Unspecific neurodegenerative disorder,Nervous
KRA_PSY_SUBSTANCE,742,0.059 [0.042-0.08],2.418e-06,***,Substance abuse,Mental and behavioural
M13_RADICULOPATHY,15,0.058 [0.038-0.08],0.004,**,Radiculopathy,Musculoskeletal
JOINTPAIN,1595,0.057 [0.052-0.06],3.631e-95,***,Pain in joint,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.057 [0.046-0.07],5.492e-18,***,Meniscus derangement,Musculoskeletal
F5_ALCOHOL_DEPENDENCE,95,0.057 [0.042-0.07],1.292e-09,***,Alcohol dependence,Mental and behavioural
K11_OTHENTERCOL,751,0.056 [0.053-0.06],1.519e-249,***,Other noninfective gastroenteritis and colitis,Digestive
M13_MUSCLE,168,0.056 [0.052-0.06],1.446e-143,***,Disorders of muscles,Musculoskeletal
AB1_GASTROENTERITIS_NOS,923,0.055 [0.047-0.06],3.869e-32,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
