Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_BENIGN_COLON_NOS,212,0.210 [0.161-0.26],9.857e-12,***,"Benign neoplasm: Colon, unspecified",Neoplasms
E4_LIPOPROTNAS,242,0.186 [0.171-0.20],3.759e-117,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_HYPERLIPNAS,1251,0.115 [0.103-0.13],5.488e-81,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
G6_MIGRAINE_WITH_AURA,143,0.113 [0.104-0.12],1.010e-145,***,Migraine with aura,Nervous
E4_METABOLIA,4834,0.112 [0.102-0.12],2.126e-101,***,Metabolic disorders,Endocrine and metabolic
M13_LIMBPAIN,197,0.109 [0.084-0.13],2.154e-12,***,Pain in limb,Musculoskeletal
E4_FH,518,0.101 [0.087-0.12],3.768e-39,***,Familial hypercholesterolemia,Endocrine and metabolic
O15_DELIV_CAESAR,82,0.100 [0.087-0.11],2.448e-46,***,Single delivery by caesarean section,Pregnancy
I9_POSTAMI,149,0.093 [0.076-0.11],2.687e-21,***,Status post-ami,Circulatory
M13_OSTEOCHONDRO,166,0.088 [0.077-0.10],4.404e-49,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.088 [0.076-0.10],1.683e-43,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
M13_ROTATORCUFF,66,0.086 [0.061-0.11],1.064e-05,***,Rotator cuff syndrome,Musculoskeletal
K11_CHRONGASTR,210,0.085 [0.077-0.09],1.223e-92,***,Chronic gastritis,Digestive
K11_PANCOTH,29,0.082 [0.072-0.09],3.709e-47,***,Other diseases of pancreas,Digestive
AB1_INTESTINAL_INFECTIONS,954,0.076 [0.067-0.08],4.729e-60,***,Intestinal infectious diseases,Infectious and parasitic
CD2_BENIGN_COLORECANI,1443,0.076 [0.061-0.09],4.008e-19,***,"Benign neoplasm of colon, rectum, anus and anal canal",Neoplasms
M13_SCIATICA,658,0.074 [0.067-0.08],1.978e-83,***,Sciatica+with lumbago,Musculoskeletal
M13_MENISCUSDERANGEMENTS,937,0.071 [0.060-0.08],1.725e-37,***,Meniscus derangement,Musculoskeletal
E4_LIPOPROT,7076,0.070 [0.062-0.08],6.682e-60,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
H7_CATARACTSENILE,4936,0.070 [0.066-0.07],2.309e-234,***,Senile cataract,Eye and adnexa
N14_PYELONEPHR,67,0.067 [0.051-0.08],4.482e-11,***,Acute tubulo-interstitial nephritis,Genitourinary
K11_DISLIVOTH,287,0.067 [0.063-0.07],1.000e-315,***,Other diseases of liver,Digestive
L12_DERMATITISNAS,2477,0.065 [0.061-0.07],5.822e-288,***,Dermatitis,Skin
G6_XTRAPYR,48,0.061 [0.045-0.08],9.148e-09,***,Extrapyramidal and movement disorders,Nervous
G6_PARKINSON,2693,0.059 [0.058-0.06],1.000e-315,***,Parkinson's disease,Nervous
K11_LIVER,812,0.058 [0.054-0.06],2.384e-171,***,Diseases of liver,Digestive
AUD,259,0.057 [0.048-0.07],4.649e-28,***,"Alcohol use disorder, ICD-based",Mental and behavioural
O15_MATERN_CARE_OTHER,240,0.057 [0.050-0.06],4.231e-55,***,Maternal care for other known or suspected fetal problems,Pregnancy
M13_RADICULOPATHY,15,0.056 [0.037-0.08],0.002,**,Radiculopathy,Musculoskeletal
PD_DEMENTIA,12,0.056 [0.045-0.07],5.694e-19,***,Dementia due to Parkinson's disease,Mental and behavioural
M13_ARTHROPATHIES,7062,0.055 [0.050-0.06],2.076e-114,***,Arthropathies,Musculoskeletal
H7_VITRBODYGLOBE,276,0.053 [0.046-0.06],1.295e-39,***,Disorders of vitreous body,Eye and adnexa
E4_OBESITYXTRMALV,103,0.052 [0.045-0.06],5.465e-49,***,Extreme obesity with alveolar hypoventilation,Endocrine and metabolic
M13_LOWBACKPAIN,1988,0.052 [0.046-0.06],2.249e-73,***,Low back pain,Musculoskeletal
AB1_GASTROENTERITIS_NOS,923,0.049 [0.042-0.06],1.673e-38,***,Diarrhoea and gastroenteritis of presumed infectious origin,Infectious and parasitic
L12_ABSCESS_CUT,66,0.049 [0.037-0.06],1.794e-10,***,"Cutaneous abscess, furuncle and carbuncle",Skin
K11_INTESTOTH,398,0.048 [0.033-0.06],6.236e-05,***,Other diseases of intestines,Digestive
C3_BILIARY_GALLBLADDER,192,0.048 [0.045-0.05],5.702e-253,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
CD2_BENIGN_OTHERDIGESTIVE,74,0.046 [0.034-0.06],8.778e-09,***,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
H7_CATARACTOTHER,4338,0.046 [0.043-0.05],3.269e-259,***,Other cataract,Eye and adnexa
D3_OTHERBLOOD,429,0.045 [0.043-0.05],1.000e-315,***,Other diseases of blood and blood-forming organs,Blood and immune
L12_INFECT_SKIN,518,0.045 [0.039-0.05],3.009e-41,***,Infections of the skin and subcutaneous tissue,Skin
I9_SAH,322,0.045 [0.041-0.05],4.061e-147,***,Subarachnoid haemorrhage,Circulatory
H8_HL_PRESBY,136,0.043 [0.038-0.05],2.445e-56,***,Presbycusis,Ear and mastoid
F5_CANNABIS,7,0.043 [0.031-0.05],2.817e-07,***,Mental and behavioural disorders due to cannabinoids,Mental and behavioural
M13_DORSOPATHYOTH,5393,0.043 [0.037-0.05],4.280e-46,***,"Other dorsopathies, not elsewhere classified",Musculoskeletal
M13_SOFTTISSUE,1904,0.042 [0.034-0.05],1.277e-21,***,Soft tissue disorders,Musculoskeletal
K11_CHRONPANC,105,0.041 [0.036-0.05],2.141e-45,***,Chronic pancreatitis,Digestive
H7_EYEOTH,57,0.040 [0.029-0.05],1.866e-06,***,Other disorders of eye and adnexa,Eye and adnexa
G6_POLYOTHUNS,107,0.040 [0.029-0.05],1.338e-07,***,"Other and unspecified polyneuropathies, also in other diseases",Nervous
