Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.592 [0.568-0.62],1.000e-315,***,Other diseases of the digestive system,Digestive
E4_LIPOPROTNAS,242,0.488 [0.417-0.56],2.615e-36,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
MEMLOSS,48,0.470 [0.336-0.60],1.495e-06,***,Memory loss,Mental and behavioural
E4_HYPERLIPNAS,1251,0.440 [0.404-0.48],2.697e-121,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
N14_CYSTITIS,693,0.436 [0.404-0.47],3.139e-150,***,Cystitis,Genitourinary
E4_FH,518,0.358 [0.317-0.40],1.052e-60,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.324 [0.299-0.35],5.258e-137,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.309 [0.245-0.37],3.259e-16,***,Status post-ami,Circulatory
N14_URINOTH,1485,0.307 [0.283-0.33],1.745e-132,***,Other diseases of urinary system,Genitourinary
VD_U,43,0.275 [0.200-0.35],1.439e-07,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.275 [0.196-0.35],2.535e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
F5_DELIRIUM,173,0.233 [0.177-0.29],3.760e-11,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
E4_LIPOPROT,7076,0.224 [0.208-0.24],8.302e-149,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_VASCDEM,107,0.214 [0.156-0.27],1.250e-07,***,Vascular dementia,Mental and behavioural
AB1_BACT_INTEST_OTH,357,0.206 [0.201-0.21],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
I9_UAP,1483,0.133 [0.111-0.15],3.001e-29,***,Unstable angina pectoris,Circulatory
KRA_PSY_ANYMENTAL,2504,0.131 [0.110-0.15],5.420e-31,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.126 [0.123-0.13],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
K11_OESSTODUO,43,0.119 [0.083-0.15],1.627e-05,***,"Diseases of oesophagus, stomach and duodenum",Digestive
AD_AM,451,0.116 [0.095-0.14],4.380e-22,***,Alzheimer disease (Atypical or mixed),Nervous
