Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
CD2_BENIGN_COLON_NOS,212,0.188 [0.144-0.23],9.947e-12,***,"Benign neoplasm: Colon, unspecified",Neoplasms
AB1_OTHER_BACTERIAL,478,0.181 [0.171-0.19],4.779e-272,***,Other bacterial diseases,Infectious and parasitic
O15_DELIV_CAESAR,82,0.176 [0.163-0.19],9.473e-160,***,Single delivery by caesarean section,Pregnancy
J10_ACUTEUPPERINFEC,241,0.160 [0.145-0.18],4.372e-91,***,Acute upper respiratory infections of multiple and unspecified sites,Respiratory
M13_OSTEOCHONDRO,166,0.158 [0.138-0.18],4.237e-51,***,Osteopathies and chondropathies,Musculoskeletal
O15_MATERN_CARE_PELVIC_ABNORM,86,0.154 [0.142-0.17],2.610e-131,***,Maternal care for known or suspected abnormality of pelvic organs,Pregnancy
J10_UPPERINFEC,1002,0.146 [0.138-0.15],1.000e-315,***,Acute upper respiratory infections,Respiratory
J10_INFLUPNEU,534,0.140 [0.124-0.16],1.211e-64,***,Influenza and pneumonia,Respiratory
O15_MATERN_CARE_OTHER,240,0.138 [0.131-0.14],1.000e-315,***,Maternal care for other known or suspected fetal problems,Pregnancy
K11_CHRONGASTR,210,0.130 [0.122-0.14],8.657e-226,***,Chronic gastritis,Digestive
M13_LIMBPAIN,197,0.126 [0.106-0.15],6.552e-29,***,Pain in limb,Musculoskeletal
H7_VITRBODYGLOBE,276,0.117 [0.106-0.13],8.099e-108,***,Disorders of vitreous body,Eye and adnexa
O15_PRETERM,17,0.113 [0.092-0.13],9.904e-21,***,Preterm labour and delivery,Pregnancy
E4_LIPOPROTNAS,242,0.108 [0.088-0.13],4.467e-21,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
M13_ARTHROPATHIES,7062,0.094 [0.089-0.10],1.000e-315,***,Arthropathies,Musculoskeletal
AB1_VIRAL_SKIN_MUCOUS_MEMBRANE,1622,0.093 [0.088-0.10],1.000e-315,***,Viral infections characterized by skin and mucous membrane lesions,Infectious and parasitic
L12_INFECT_SKIN,518,0.091 [0.080-0.10],3.826e-50,***,Infections of the skin and subcutaneous tissue,Skin
H8_EXTERNAL,828,0.091 [0.087-0.09],1.000e-315,***,Diseases of external ear,Ear and mastoid
M13_LOWBACKPAIN,1988,0.083 [0.078-0.09],6.852e-190,***,Low back pain,Musculoskeletal
N14_MALEGEN,1376,0.081 [0.076-0.09],5.453e-214,***,Diseases of male genital organs,Genitourinary
J10_UPPERDIS,4085,0.080 [0.074-0.09],6.821e-151,***,Other diseases of upper respiratory tract,Respiratory
KRA_PSY_ANYMENTAL,2504,0.078 [0.069-0.09],1.513e-60,***,Any mental disorder,Mental and behavioural
K11_PANCOTH,29,0.078 [0.067-0.09],5.300e-45,***,Other diseases of pancreas,Digestive
