Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
K11_OTHDISDIG,25,0.634 [0.604-0.66],1.000e-315,***,Other diseases of the digestive system,Digestive
N14_CYSTITIS,693,0.605 [0.569-0.64],6.709e-233,***,Cystitis,Genitourinary
N14_URINOTH,1485,0.341 [0.307-0.37],1.138e-83,***,Other diseases of urinary system,Genitourinary
E4_HYPERLIPNAS,1251,0.339 [0.306-0.37],2.200e-85,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
MEMLOSS,48,0.337 [0.265-0.41],6.449e-15,***,Memory loss,Mental and behavioural
E4_LIPOPROTNAS,242,0.332 [0.268-0.40],1.246e-18,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
G6_DEGENOTH,14,0.317 [0.217-0.42],1.073e-04,***,Other and unspecified degenerative diseases of nervous system,Nervous
E4_FH,518,0.283 [0.245-0.32],7.795e-44,***,Familial hypercholesterolemia,Endocrine and metabolic
E4_METABOLIA,4834,0.274 [0.250-0.30],5.153e-107,***,Metabolic disorders,Endocrine and metabolic
I9_POSTAMI,149,0.269 [0.218-0.32],5.715e-19,***,Status post-ami,Circulatory
AB1_BACT_INTEST_OTH,357,0.262 [0.257-0.27],1.000e-315,***,Other bacterial intestinal infections,Infectious and parasitic
VD_U,43,0.213 [0.171-0.25],3.811e-18,***,Vascular dementia (undefined),Mental and behavioural
F5_MENTORG,85,0.202 [0.144-0.26],1.759e-06,***,Other mental disorders due to brain damage and dysfunction and to physical disease,Mental and behavioural
E4_LIPOPROT,7076,0.200 [0.183-0.22],1.534e-120,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
F5_DELIRIUM,173,0.183 [0.148-0.22],2.847e-18,***,"Delirium, not induced by alcohol and other psychoactive substances",Mental and behavioural
KRA_PSY_ANYMENTAL,2504,0.181 [0.164-0.20],1.038e-98,***,Any mental disorder,Mental and behavioural
C_DIFFICILE_ENTEROCOLITIS,2693,0.161 [0.157-0.17],1.000e-315,***,Enterocolitis due to Clostridium difficile,Infectious and parasitic
F5_VASCDEM,107,0.156 [0.114-0.20],8.241e-08,***,Vascular dementia,Mental and behavioural
E4_HYPERLIPMIX,365,0.140 [0.116-0.16],1.643e-25,***,Mixed hyperlipidaemia,Endocrine and metabolic
N14_MALEGEN,1375,0.129 [0.120-0.14],4.287e-177,***,Diseases of male genital organs,Genitourinary
N14_CHRONEPHROPATH,18,0.109 [0.098-0.12],1.703e-82,***,Chronic nephritic syndrome,Genitourinary
AUD,259,0.107 [0.092-0.12],2.651e-37,***,"Alcohol use disorder, ICD-based",Mental and behavioural
K11_INTESTOTH,398,0.105 [0.087-0.12],2.163e-23,***,Other diseases of intestines,Digestive
I9_UAP,1483,0.099 [0.082-0.12],7.876e-23,***,Unstable angina pectoris,Circulatory
K11_HAEMORR,329,0.094 [0.071-0.12],7.612e-10,***,Haemorrhoids and perianal venous thrombosis,Digestive
H7_CHALAZION,671,0.084 [0.080-0.09],1.000e-315,***,Chalazion,Eye and adnexa
AD_AM,451,0.082 [0.068-0.10],5.629e-25,***,Alzheimer disease (Atypical or mixed),Nervous
M13_HALLUXVALGUS,3980,0.078 [0.072-0.08],8.021e-163,***,Hallux valgus (acquired),Musculoskeletal
N14_FEMALEINFERT,80,0.077 [0.062-0.09],4.408e-19,***,Female infertility,Genitourinary
NEURODEGOTH,4178,0.076 [0.071-0.08],9.609e-164,***,Other degenerative diseases of the nervous system,Nervous
K11_FISTULA,485,0.075 [0.070-0.08],3.777e-197,***,Colonic or urogenital fistula,Digestive
M13_RADICULOPATHY,15,0.074 [0.053-0.10],3.054e-06,***,Radiculopathy,Musculoskeletal
N14_PROSTHYPERPLA,3795,0.071 [0.067-0.07],1.364e-295,***,Hyperplasia of prostate,Genitourinary
I9_IHD,7725,0.070 [0.061-0.08],4.216e-39,***,"Ischaemic heart disease, wide definition",Circulatory
M13_HAMMERTOE,331,0.068 [0.052-0.08],9.267e-12,***,Other hammer toe(s) (acquired),Musculoskeletal
F5_DEMENTIA,3308,0.067 [0.061-0.07],5.459e-101,***,Dementia,Mental and behavioural
G6_NEURODEGENERATIVE,4069,0.065 [0.060-0.07],8.412e-132,***,Unspecific neurodegenerative disorder,Nervous
KRA_PSY_DEMENTIA,2863,0.064 [0.058-0.07],5.921e-80,***,Any dementia,Mental and behavioural
J10_PLEURA,140,0.064 [0.051-0.08],4.405e-18,***,Other diseases of pleura,Respiratory
H8_NONSUPPNAS,1145,0.063 [0.058-0.07],1.996e-91,***,Nonsuppurative otitis media,Ear and mastoid
J10_SEPTDEV,498,0.058 [0.046-0.07],3.982e-15,***,Deviated nasal septum,Respiratory
I9_CORATHER,8695,0.058 [0.050-0.07],5.022e-42,***,Coronary atherosclerosis,Circulatory
F5_DEPRESSIO,2165,0.058 [0.051-0.06],1.650e-55,***,Depression,Mental and behavioural
H7_PARASTRAB,7,0.055 [0.036-0.07],0.008,**,Paralytic strabismus,Eye and adnexa
I9_ANGINA,5810,0.054 [0.045-0.06],2.726e-25,***,Angina pectoris,Circulatory
I9_CHD,6392,0.053 [0.043-0.06],1.685e-23,***,Major coronary heart disease event,Circulatory
G6_ALZHEIMER,2982,0.053 [0.048-0.06],2.433e-84,***,Alzheimer disease,Nervous
CD2_BENIGN_MELANOCYTIC_TRUNK,183,0.052 [0.047-0.06],1.678e-87,***,Melanocytic naevi of trunk,Neoplasms
F5_ALZHDEMENT,2076,0.050 [0.045-0.06],2.388e-62,***,Dementia in Alzheimer disease,Mental and behavioural
I9_HEARTFAIL,682,0.047 [0.039-0.06],2.057e-22,***,"Heart failure, strict",Circulatory
CD2_BENIGN_THYROID,151,0.047 [0.044-0.05],6.824e-251,***,Benign neoplasm of thyroid gland,Neoplasms
