Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0837,0.2236,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.2612,0.2141,Glycoprotein Acetyls
LA%,0.1332,0.2092,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.2112,0.1408,Albumin
ApoB/ApoA1,0.0628,0.0480,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-C%,0.0175,0.0247,Cholesterol to Total-Lipids in Large LDL percentage
Omega-6%,0.0335,0.0205,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0307,0.0202,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
IDL-P,0.0222,0.0157,Concentration of IDL Particles
Leu,0.0208,0.0121,Leucine
Val,0.0175,0.0103,Valine
S-LDL-P,0.0058,0.0087,Concentration of Small LDL Particles
Glu,0.0145,0.0076,Glucose
XXL-VLDL-FC%,0.0115,0.0064,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG,0.0112,0.0052,Triglycerides in Large LDL
XXL-VLDL-PL%,0.0057,0.0050,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0063,0.0030,Phospholipids to Total-Lipids in Large HDL percentage
Acetone,0.0087,0.0029,Acetone
Glu-lactate,0.0068,0.0027,Glucose-lactate
Ile,0.0050,0.0027,Isoleucine
IDL-TG%,0.0027,0.0022,Triglycerides to Total-Lipids in IDL percentage
Tyr,0.0037,0.0019,Tyrosine
L-LDL-CE%,0.0032,0.0017,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-PL,0.0010,0.0016,Phospholipids in Small LDL
Acetoacetate,0.0042,0.0015,Acetoacetate
Acetate,0.0023,0.0012,Acetate
IDL-PL%,0.0028,0.0010,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,0.0013,0.0009,Phospholipids to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0015,0.0007,3-Hydroxybutyrate
Creatinine,0.0012,0.0006,Creatinine
IDL-CE%,0.0010,0.0006,Cholesteryl Esters to Total-Lipids in IDL percentage
Sc-ala,0.0008,0.0005,Spectrometer-corrected alanine
XXL-VLDL-TG%,0.0003,0.0003,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Gln,0.0007,0.0003,Glutamine
Phe,0.0007,0.0003,Phenylalanine
Citrate,0.0007,0.0003,Citrate
PUFA%,0.0003,0.0002,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0003,0.0002,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-FC%,0.0003,0.0002,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0003,0.0001,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0003,0.0001,Glycine
DHA%,0.0002,6.5113e-05,Docosahexaenoic Acid to Total-Fatty Acids percentage
