Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1802,0.2344,Creatinine
GlycA,0.0950,0.0754,Glycoprotein Acetyls
Total-BCAA,0.0937,0.0639,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-FC%,0.0588,0.0552,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,0.0297,0.0361,Phospholipids to Total-Lipids in Large LDL percentage
Phe,0.0673,0.0356,Phenylalanine
Val,0.0307,0.0351,Valine
Gly,0.0383,0.0312,Glycine
Acetoacetate,0.0323,0.0301,Acetoacetate
LDL-size,0.0378,0.0293,Average Diameter for LDL Particles
Lactate,0.0237,0.0262,Lactate
Albumin,0.0208,0.0251,Albumin
S-HDL-PL,0.0307,0.0247,Phospholipids in Small HDL
Unsaturation,0.0148,0.0234,Degree of Unsaturation
Gln,0.0263,0.0231,Glutamine
3-Hydroxybutyrate,0.0242,0.0218,3-Hydroxybutyrate
L-LDL-CE%,0.0175,0.0187,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Leu,0.0162,0.0180,Leucine
IDL-FC%,0.0112,0.0171,Free Cholesterol to Total-Lipids in IDL percentage
PUFA%,0.0053,0.0167,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Glu-lactate,0.0133,0.0134,Glucose-lactate
DHA%,0.0102,0.0130,Docosahexaenoic Acid to Total-Fatty Acids percentage
Citrate,0.0197,0.0130,Citrate
Tyr,0.0138,0.0128,Tyrosine
LA%,0.0038,0.0113,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0068,0.0088,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0127,0.0084,Isoleucine
L-VLDL-FC%,0.0092,0.0082,Free Cholesterol to Total-Lipids in Large VLDL percentage
MUFA%,0.0062,0.0082,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0037,0.0062,Acetone
Sc-ala,0.0060,0.0061,Spectrometer-corrected alanine
XS-VLDL-FC%,0.0023,0.0055,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-3%,0.0047,0.0038,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Glu,0.0042,0.0036,Glucose
Acetate,0.0027,0.0031,Acetate
SFA%,0.0025,0.0029,Saturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-C%,0.0015,0.0029,Cholesterol to Total-Lipids in Small HDL percentage
Omega-3,0.0032,0.0029,Omega-3 Fatty Acids
IDL-PL%,0.0027,0.0029,Phospholipids to Total-Lipids in IDL percentage
S-HDL-FC%,0.0007,0.0027,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0010,0.0023,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-PL%,0.0023,0.0022,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-TG%,0.0005,0.0021,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0017,0.0020,Histidine
Ala,0.0030,0.0015,Alanine
XS-VLDL-PL%,0.0005,0.0015,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG,0.0012,0.0014,Triglycerides in Medium HDL
XXL-VLDL-CE%,0.0012,0.0014,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0008,0.0010,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA,0.0010,0.0010,Docosahexaenoic Acid
Pyruvate,0.0003,0.0008,Pyruvate
L-LDL-C%,0.0010,0.0007,Cholesterol to Total-Lipids in Large LDL percentage
SM,0.0007,0.0004,Sphingomyelins
M-LDL-CE%,0.0003,0.0004,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-PL%,0.0002,0.0003,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-L,0.0002,7.8919e-05,Total-Lipids in Small HDL
