Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
XS-VLDL-CE%,0.0592,0.1506,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Creatinine,0.1185,0.0961,Creatinine
IDL-CE%,0.0583,0.0925,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0807,0.0726,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.0780,0.0580,Glycoprotein Acetyls
L-HDL-TG,0.0430,0.0383,Triglycerides in Large HDL
S-LDL-C%,0.0358,0.0304,Cholesterol to Total-Lipids in Small LDL percentage
Sc-ala,0.0282,0.0294,Spectrometer-corrected alanine
Albumin,0.0332,0.0287,Albumin
M-HDL-PL,0.0290,0.0280,Phospholipids in Medium HDL
L-HDL-P,0.0205,0.0265,Concentration of Large HDL Particles
HDL-size,0.0300,0.0264,Average Diameter for HDL Particles
MUFA%,0.0283,0.0205,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0198,0.0188,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
3-Hydroxybutyrate,0.0222,0.0183,3-Hydroxybutyrate
S-LDL-CE%,0.0172,0.0173,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Acetate,0.0253,0.0173,Acetate
Tyr,0.0190,0.0172,Tyrosine
Ile,0.0115,0.0148,Isoleucine
LA,0.0155,0.0144,Linoleic Acid
Gln,0.0180,0.0134,Glutamine
M-LDL-CE%,0.0143,0.0129,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0168,0.0123,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0170,0.0122,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0147,0.0110,Phospholipids to Total-Lipids in Medium LDL percentage
Lactate,0.0113,0.0098,Lactate
L-HDL-C,0.0087,0.0096,Cholesterol in Large HDL
Acetone,0.0085,0.0095,Acetone
L-HDL-CE,0.0088,0.0083,Cholesteryl Esters in Large HDL
IDL-PL%,0.0102,0.0082,Phospholipids to Total-Lipids in IDL percentage
Gly,0.0108,0.0081,Glycine
IDL-TG,0.0102,0.0079,Triglycerides in IDL
Ala,0.0052,0.0056,Alanine
IDL-FC%,0.0098,0.0053,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-PL%,0.0060,0.0046,Phospholipids to Total-Lipids in Large HDL percentage
Acetoacetate,0.0068,0.0045,Acetoacetate
Val,0.0058,0.0041,Valine
His,0.0028,0.0040,Histidine
Citrate,0.0075,0.0039,Citrate
Glu-lactate,0.0040,0.0038,Glucose-lactate
L-LDL-PL%,0.0037,0.0035,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0037,0.0033,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0025,0.0026,Phenylalanine
Pyruvate,0.0030,0.0026,Pyruvate
Omega-3,0.0040,0.0024,Omega-3 Fatty Acids
Leu,0.0027,0.0021,Leucine
S-HDL-FC%,0.0018,0.0020,Free Cholesterol to Total-Lipids in Small HDL percentage
Unsaturation,0.0020,0.0016,Degree of Unsaturation
Glu,0.0027,0.0016,Glucose
DHA%,0.0013,0.0012,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0008,0.0006,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,0.0008,0.0005,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0003,0.0005,Average Diameter for LDL Particles
Total-BCAA,0.0002,8.6147e-05,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
