Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2673,0.5816,Creatinine
Gly,0.2538,0.1321,Glycine
HDL-FC,0.0585,0.0571,Free Cholesterol in HDL
GlycA,0.1150,0.0516,Glycoprotein Acetyls
PC,0.0675,0.0493,Phosphatidylcholines
XL-HDL-FC%,0.0508,0.0375,Free Cholesterol to Total-Lipids in Very Large HDL percentage
HDL-PL,0.0300,0.0171,Phospholipids in HDL
L-HDL-FC,0.0185,0.0161,Free Cholesterol in Large HDL
Omega-3,0.0363,0.0159,Omega-3 Fatty Acids
Cholines,0.0158,0.0103,Total-Cholines
Citrate,0.0200,0.0074,Citrate
HDL-L,0.0093,0.0060,Total-Lipids in HDL
XS-VLDL-L,0.0160,0.0047,Total-Lipids in Very Small VLDL
M-HDL-P,0.0088,0.0021,Concentration of Medium HDL Particles
Phosphoglyc,0.0052,0.0019,Phosphoglycerides
SM,0.0038,0.0017,Sphingomyelins
XL-HDL-PL,0.0027,0.0012,Phospholipids in Very Large HDL
M-HDL-PL,0.0040,0.0010,Phospholipids in Medium HDL
Leu,0.0037,0.0008,Leucine
DHA,0.0010,0.0008,Docosahexaenoic Acid
L-HDL-PL,0.0013,0.0006,Phospholipids in Large HDL
L-HDL-P,0.0015,0.0005,Concentration of Large HDL Particles
Sc-ala,0.0012,0.0004,Spectrometer-corrected alanine
XS-VLDL-PL,0.0012,0.0003,Phospholipids in Very Small VLDL
XS-VLDL-C,0.0012,0.0003,Cholesterol in Very Small VLDL
L-HDL-FC%,0.0010,0.0003,Free Cholesterol to Total-Lipids in Large HDL percentage
Omega-3%,0.0010,0.0003,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-L,0.0005,0.0003,Total-Lipids in Large HDL
HDL-size,0.0003,0.0002,Average Diameter for HDL Particles
Glu-lactate,0.0008,0.0002,Glucose-lactate
XL-HDL-PL%,0.0007,0.0002,Phospholipids to Total-Lipids in Very Large HDL percentage
XS-VLDL-FC,0.0003,0.0001,Free Cholesterol in Very Small VLDL
LA%,0.0003,8.5065e-05,Linoleic Acid to Total-Fatty Acids percentage
Lactate,0.0002,4.3411e-05,Lactate
Unsaturation,0.0002,3.5035e-05,Degree of Unsaturation
Acetate,0.0002,2.9054e-05,Acetate
