Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Albumin,0.1047,0.0919,Albumin
Lactate,0.0307,0.0537,Lactate
Citrate,0.0437,0.0492,Citrate
Sc-ala,0.0563,0.0483,Spectrometer-corrected alanine
Gln,0.0605,0.0474,Glutamine
His,0.0322,0.0431,Histidine
Leu,0.0528,0.0424,Leucine
IDL-CE%,0.0570,0.0412,Cholesteryl Esters to Total-Lipids in IDL percentage
Gly,0.0385,0.0396,Glycine
Tyr,0.0347,0.0373,Tyrosine
L-HDL-CE%,0.0327,0.0354,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Creatinine,0.0363,0.0278,Creatinine
Phe,0.0200,0.0255,Phenylalanine
L-LDL-CE%,0.0258,0.0233,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Acetoacetate,0.0122,0.0216,Acetoacetate
Acetate,0.0188,0.0190,Acetate
Glu,0.0182,0.0189,Glucose
Val,0.0247,0.0183,Valine
3-Hydroxybutyrate,0.0108,0.0177,3-Hydroxybutyrate
Glu-lactate,0.0217,0.0168,Glucose-lactate
MUFA%,0.0128,0.0166,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0168,0.0151,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA%,0.0148,0.0150,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0178,0.0129,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0100,0.0114,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0052,0.0112,Acetone
M-LDL-TG%,0.0142,0.0112,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-C%,0.0112,0.0109,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.0122,0.0105,Omega-3 Fatty Acids
XXL-VLDL-FC%,0.0112,0.0104,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0092,0.0099,Average Diameter for LDL Particles
L-LDL-PL%,0.0088,0.0098,Phospholipids to Total-Lipids in Large LDL percentage
GlycA,0.0077,0.0096,Glycoprotein Acetyls
Unsaturation,0.0092,0.0092,Degree of Unsaturation
Total-BCAA,0.0078,0.0088,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-C%,0.0100,0.0087,Cholesterol to Total-Lipids in Very Large HDL percentage
M-LDL-PL%,0.0030,0.0073,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0057,0.0060,Free Cholesterol to Total-Lipids in IDL percentage
MUFA,0.0062,0.0059,Monounsaturated Fatty Acids
M-HDL-PL%,0.0060,0.0058,Phospholipids to Total-Lipids in Medium HDL percentage
Omega-6/Omega-3,0.0053,0.0056,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Pyruvate,0.0038,0.0055,Pyruvate
XL-VLDL-PL%,0.0047,0.0054,Phospholipids to Total-Lipids in Very Large VLDL percentage
XS-VLDL-PL%,0.0030,0.0049,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,0.0052,0.0045,Phospholipids to Total-Lipids in IDL percentage
HDL-TG,0.0063,0.0043,Triglycerides in HDL
S-LDL-C%,0.0048,0.0043,Cholesterol to Total-Lipids in Small LDL percentage
DHA,0.0035,0.0043,Docosahexaenoic Acid
M-LDL-FC%,0.0033,0.0040,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG,0.0058,0.0039,Triglycerides in Large VLDL
XXL-VLDL-TG%,0.0018,0.0038,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-TG,0.0047,0.0037,Triglycerides in LDL
S-HDL-FC%,0.0015,0.0033,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-CE%,0.0028,0.0033,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Ile,0.0022,0.0031,Isoleucine
XXL-VLDL-C%,0.0012,0.0025,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0020,0.0023,Alanine
S-HDL-C%,0.0015,0.0019,Cholesterol to Total-Lipids in Small HDL percentage
DHA%,0.0025,0.0015,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0005,0.0015,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0007,0.0012,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0005,0.0006,Phospholipids to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.0005,0.0004,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
