Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gln,0.0980,0.0870,Glutamine
XS-VLDL-PL%,0.0940,0.0863,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,0.0633,0.0702,Glycoprotein Acetyls
L-HDL-FC%,0.0748,0.0693,Free Cholesterol to Total-Lipids in Large HDL percentage
Gly,0.0700,0.0596,Glycine
Acetate,0.0422,0.0347,Acetate
Acetoacetate,0.0220,0.0345,Acetoacetate
Glu-lactate,0.0302,0.0343,Glucose-lactate
Albumin,0.0377,0.0316,Albumin
Glu,0.0282,0.0301,Glucose
Creatinine,0.0218,0.0275,Creatinine
Tyr,0.0153,0.0245,Tyrosine
3-Hydroxybutyrate,0.0228,0.0240,3-Hydroxybutyrate
Lactate,0.0240,0.0219,Lactate
XXL-VLDL-CE%,0.0208,0.0217,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-TG%,0.0253,0.0197,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0135,0.0193,Histidine
Unsaturation,0.0168,0.0165,Degree of Unsaturation
M-LDL-PL%,0.0152,0.0148,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,0.0185,0.0147,Cholesteryl Esters to Total-Lipids in IDL percentage
Phe,0.0100,0.0130,Phenylalanine
Sc-ala,0.0063,0.0127,Spectrometer-corrected alanine
DHA%,0.0145,0.0123,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,0.0140,0.0120,Docosahexaenoic Acid
Citrate,0.0087,0.0120,Citrate
Pyruvate,0.0158,0.0116,Pyruvate
LDL-size,0.0153,0.0110,Average Diameter for LDL Particles
Leu,0.0107,0.0106,Leucine
IDL-PL%,0.0073,0.0102,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,0.0072,0.0093,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,0.0063,0.0082,Alanine
SFA%,0.0113,0.0073,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA,0.0058,0.0073,Polyunsaturated Fatty Acids
SM,0.0062,0.0071,Sphingomyelins
Acetone,0.0037,0.0067,Acetone
S-HDL-PL%,0.0050,0.0067,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,0.0057,0.0067,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0087,0.0067,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL%,0.0053,0.0059,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-PL%,0.0017,0.0057,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,0.0063,0.0056,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-PL%,0.0063,0.0054,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0048,0.0050,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,0.0053,0.0049,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-PL,0.0033,0.0045,Phospholipids in Small LDL
XL-HDL-TG,0.0052,0.0043,Triglycerides in Very Large HDL
L-LDL-C%,0.0030,0.0042,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,0.0035,0.0041,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0042,0.0040,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Ile,0.0032,0.0040,Isoleucine
LA%,0.0057,0.0039,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,0.0040,0.0038,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0023,0.0031,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0032,0.0031,Valine
S-HDL-P,0.0040,0.0031,Concentration of Small HDL Particles
IDL-FC%,0.0022,0.0025,Free Cholesterol to Total-Lipids in IDL percentage
L-VLDL-FC%,0.0025,0.0024,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0035,0.0023,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0008,0.0019,Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,0.0017,0.0013,Phospholipids to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0010,0.0012,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
