Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Phe,0.2162,0.2009,Phenylalanine
GlycA,0.1640,0.1942,Glycoprotein Acetyls
Albumin,0.0975,0.1217,Albumin
Leu,0.0815,0.0815,Leucine
Sc-ala,0.0500,0.0597,Spectrometer-corrected alanine
IDL-CE%,0.0572,0.0554,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-PL%,0.0557,0.0531,Phospholipids to Total-Lipids in Very Large HDL percentage
Total-BCAA,0.0328,0.0514,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.0327,0.0367,Valine
Creatinine,0.0403,0.0291,Creatinine
Ile,0.0202,0.0229,Isoleucine
L-LDL-CE%,0.0280,0.0132,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ala,0.0132,0.0103,Alanine
IDL-PL%,0.0118,0.0088,Phospholipids to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0130,0.0079,3-Hydroxybutyrate
LDL-size,0.0085,0.0068,Average Diameter for LDL Particles
HDL-size,0.0072,0.0061,Average Diameter for HDL Particles
His,0.0108,0.0060,Histidine
Glu,0.0063,0.0041,Glucose
L-LDL-C%,0.0100,0.0039,Cholesterol to Total-Lipids in Large LDL percentage
Acetoacetate,0.0067,0.0035,Acetoacetate
L-VLDL-L,0.0028,0.0027,Total-Lipids in Large VLDL
Citrate,0.0055,0.0021,Citrate
Pyruvate,0.0030,0.0020,Pyruvate
Glu-lactate,0.0032,0.0018,Glucose-lactate
Tyr,0.0027,0.0018,Tyrosine
Acetone,0.0023,0.0017,Acetone
Gly,0.0042,0.0016,Glycine
M-LDL-C%,0.0015,0.0011,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-FC%,0.0012,0.0009,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-C%,0.0010,0.0008,Cholesterol to Total-Lipids in Small LDL percentage
Omega-3,0.0002,0.0008,Omega-3 Fatty Acids
L-LDL-PL%,0.0017,0.0008,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,0.0015,0.0008,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-FC%,0.0010,0.0006,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0012,0.0005,Free Cholesterol to Total-Lipids in Large VLDL percentage
Gln,0.0007,0.0005,Glutamine
XS-VLDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0008,0.0004,Triglycerides to Total-Lipids in Large LDL percentage
Lactate,0.0005,0.0003,Lactate
IDL-FC%,0.0005,0.0002,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-PL%,0.0003,0.0002,Phospholipids to Total-Lipids in Small HDL percentage
Acetate,0.0002,0.0002,Acetate
XS-VLDL-FC%,0.0002,0.0001,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA/MUFA,0.0002,0.0001,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
