Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1378,0.1738,Creatinine
Omega-6/Omega-3,0.1065,0.1338,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetone,0.0733,0.0810,Acetone
Omega-3,0.0460,0.0465,Omega-3 Fatty Acids
L-VLDL-FC%,0.0490,0.0349,Free Cholesterol to Total-Lipids in Large VLDL percentage
Unsaturation,0.0385,0.0333,Degree of Unsaturation
3-Hydroxybutyrate,0.0248,0.0323,3-Hydroxybutyrate
Sc-ala,0.0605,0.0320,Spectrometer-corrected alanine
LA%,0.0362,0.0314,Linoleic Acid to Total-Fatty Acids percentage
Phe,0.0217,0.0297,Phenylalanine
Acetate,0.0243,0.0295,Acetate
Gln,0.0432,0.0281,Glutamine
Gly,0.0483,0.0281,Glycine
LDL-size,0.0198,0.0244,Average Diameter for LDL Particles
Ala,0.0225,0.0225,Alanine
Omega-3%,0.0260,0.0210,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Pyruvate,0.0232,0.0181,Pyruvate
L-LDL-PL%,0.0143,0.0174,Phospholipids to Total-Lipids in Large LDL percentage
Tyr,0.0235,0.0155,Tyrosine
XS-VLDL-FC%,0.0090,0.0127,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
SFA%,0.0102,0.0105,Saturated Fatty Acids to Total-Fatty Acids percentage
DHA%,0.0070,0.0101,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0110,0.0094,Phospholipids to Total-Lipids in Very Large VLDL percentage
Lactate,0.0058,0.0093,Lactate
His,0.0133,0.0089,Histidine
XXL-VLDL-PL%,0.0078,0.0087,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG,0.0052,0.0086,Triglycerides in Large LDL
S-HDL-PL%,0.0057,0.0078,Phospholipids to Total-Lipids in Small HDL percentage
MUFA%,0.0058,0.0077,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0090,0.0055,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0038,0.0055,Isoleucine
Albumin,0.0068,0.0053,Albumin
S-HDL-C,0.0058,0.0045,Cholesterol in Small HDL
S-LDL-TG,0.0040,0.0041,Triglycerides in Small LDL
XXL-VLDL-CE%,0.0027,0.0041,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0068,0.0040,Glucose
S-HDL-FC%,0.0022,0.0037,Free Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-TG,0.0013,0.0037,Triglycerides in Small HDL
IDL-CE%,0.0027,0.0035,Cholesteryl Esters to Total-Lipids in IDL percentage
Citrate,0.0045,0.0035,Citrate
M-VLDL-FC%,0.0040,0.0030,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Leu,0.0042,0.0029,Leucine
GlycA,0.0043,0.0026,Glycoprotein Acetyls
L-HDL-TG%,0.0023,0.0025,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-PL%,0.0018,0.0021,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-CE%,0.0028,0.0021,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,0.0017,0.0012,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,0.0008,0.0012,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-P,0.0010,0.0010,Concentration of Medium LDL Particles
L-LDL-CE%,0.0005,0.0009,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA,0.0005,0.0009,Docosahexaenoic Acid
XL-HDL-C%,0.0008,0.0009,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL,0.0003,0.0008,Phospholipids in Medium HDL
Glu-lactate,0.0007,0.0006,Glucose-lactate
L-HDL-TG,0.0007,0.0006,Triglycerides in Large HDL
S-HDL-L,0.0013,0.0005,Total-Lipids in Small HDL
M-LDL-PL%,0.0008,0.0005,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0002,0.0004,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL%,0.0002,0.0004,Phospholipids to Total-Lipids in IDL percentage
Acetoacetate,0.0005,0.0003,Acetoacetate
M-LDL-C%,0.0003,0.0003,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG%,0.0002,0.0001,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
