Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2075,0.2878,Creatinine
Gly,0.1187,0.0912,Glycine
L-LDL-CE%,0.0493,0.0459,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XL-HDL-PL%,0.0423,0.0327,Phospholipids to Total-Lipids in Very Large HDL percentage
M-LDL-FC%,0.0288,0.0281,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0277,0.0253,Cholesterol to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0308,0.0244,3-Hydroxybutyrate
S-HDL-C%,0.0328,0.0243,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0267,0.0238,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,0.0130,0.0234,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-PL%,0.0407,0.0232,Phospholipids to Total-Lipids in Large LDL percentage
Ala,0.0187,0.0213,Alanine
Ile,0.0300,0.0210,Isoleucine
His,0.0107,0.0201,Histidine
S-LDL-CE%,0.0220,0.0181,Cholesteryl Esters to Total-Lipids in Small LDL percentage
SM,0.0212,0.0176,Sphingomyelins
XS-VLDL-FC,0.0165,0.0171,Free Cholesterol in Very Small VLDL
GlycA,0.0200,0.0158,Glycoprotein Acetyls
Citrate,0.0178,0.0156,Citrate
Tyr,0.0103,0.0136,Tyrosine
Pyruvate,0.0138,0.0117,Pyruvate
HDL-C,0.0107,0.0105,HDL Cholesterol
Albumin,0.0183,0.0102,Albumin
LA,0.0087,0.0101,Linoleic Acid
Glu,0.0028,0.0092,Glucose
Val,0.0067,0.0086,Valine
S-LDL-C%,0.0062,0.0082,Cholesterol to Total-Lipids in Small LDL percentage
Glu-lactate,0.0038,0.0077,Glucose-lactate
IDL-PL%,0.0087,0.0076,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-FC%,0.0065,0.0076,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-PL,0.0108,0.0072,Phospholipids in Large HDL
MUFA%,0.0073,0.0065,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,0.0080,0.0065,Phospholipids to Total-Lipids in Large HDL percentage
L-VLDL-FC%,0.0072,0.0063,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-L,0.0083,0.0063,Total-Lipids in Small HDL
Acetoacetate,0.0075,0.0059,Acetoacetate
Phe,0.0048,0.0055,Phenylalanine
IDL-C%,0.0063,0.0052,Cholesterol to Total-Lipids in IDL percentage
S-HDL-CE,0.0013,0.0043,Cholesteryl Esters in Small HDL
M-HDL-CE%,0.0038,0.0043,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-HDL-C%,0.0055,0.0040,Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-size,0.0053,0.0038,Average Diameter for LDL Particles
M-LDL-PL%,0.0037,0.0038,Phospholipids to Total-Lipids in Medium LDL percentage
Acetate,0.0025,0.0037,Acetate
Total-BCAA,0.0048,0.0037,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Sc-ala,0.0028,0.0037,Spectrometer-corrected alanine
SFA%,0.0028,0.0034,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC,0.0023,0.0031,Free Cholesterol in Very Large HDL
IDL-FC%,0.0020,0.0028,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-FC%,0.0035,0.0027,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-TG%,0.0007,0.0024,Triglycerides to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0010,0.0022,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Gln,0.0007,0.0020,Glutamine
Acetone,0.0037,0.0020,Acetone
S-HDL-PL%,0.0028,0.0019,Phospholipids to Total-Lipids in Small HDL percentage
Unsaturation,0.0013,0.0019,Degree of Unsaturation
M-LDL-C%,0.0030,0.0018,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0013,0.0016,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0015,0.0013,Lactate
XL-HDL-FC%,0.0012,0.0013,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,0.0022,0.0012,Triglycerides to Phosphoglycerides ratio
DHA%,0.0010,0.0011,Docosahexaenoic Acid to Total-Fatty Acids percentage
Leu,0.0008,0.0009,Leucine
DHA,0.0023,0.0007,Docosahexaenoic Acid
Omega-3%,0.0022,0.0007,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0003,0.0006,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,0.0003,0.0004,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,0.0005,0.0004,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,0.0002,0.0003,Triglycerides to Total-Lipids in Large LDL percentage
PUFA/MUFA,0.0002,0.0003,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
