Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.33 [1.12-1.59],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,1.17 [0.96-1.42],1.000,,Free Cholesterol in HDL
Lactate,1.05 [0.88-1.27],1.000,,Lactate
Glu,1.04 [0.85-1.26],1.000,,Glucose
Pyruvate,1.00 [0.83-1.21],1.000,,Pyruvate
Ile,0.99 [0.81-1.21],1.000,,Isoleucine
Leu,0.91 [0.74-1.12],1.000,,Leucine
Total-BCAA,0.91 [0.74-1.12],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.88 [0.72-1.09],1.000,,Valine
M-LDL-FC%,0.79 [0.66-0.95],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
