Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.21 [1.03-1.42],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.18 [1.00-1.39],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.12 [0.96-1.31],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.09 [0.94-1.27],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.01 [0.88-1.16],1.000,,Glycine
VLDL-C,1.00 [0.86-1.16],1.000,,VLDL Cholesterol
LDL-CE,0.91 [0.78-1.06],1.000,,Cholesteryl Esters in LDL
Total-CE,0.85 [0.73-1.00],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.84 [0.72-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,0.80 [0.68-0.95],1.000,,Cholesteryl Esters in HDL
