Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.47 [1.25-1.71],0.349,,Glycoprotein Acetyls
MUFA%,1.36 [1.15-1.61],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.32 [1.14-1.53],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.14 [0.97-1.35],1.000,,Monounsaturated Fatty Acids
ApoB/ApoA1,1.02 [0.87-1.19],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,0.93 [0.80-1.08],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.89 [0.76-1.04],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.86 [0.73-1.00],1.000,,Total-Cholesterol
LDL-C,0.86 [0.73-1.00],1.000,,LDL Cholesterol
M-LDL-FC%,0.82 [0.71-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
