Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.12 [1.03-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phe,1.08 [1.00-1.17],1.000,,Phenylalanine
Ala,1.04 [0.96-1.13],1.000,,Alanine
His,1.02 [0.94-1.11],1.000,,Histidine
Gln,1.00 [0.92-1.09],1.000,,Glutamine
DHA%,0.98 [0.89-1.07],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.98 [0.89-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,0.97 [0.89-1.05],1.000,,Cholesteryl Esters in VLDL
PUFA/MUFA,0.95 [0.87-1.04],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Total-CE,0.92 [0.84-1.00],1.000,,Total-Esterified Cholesterol
