Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.07 [0.98-1.16],1.000,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.06 [0.98-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-LDL-PL%,1.01 [0.94-1.09],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-CE%,1.00 [0.91-1.11],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,1.00 [0.91-1.10],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
HDL-C,0.99 [0.90-1.08],1.000,,HDL Cholesterol
M-LDL-FC%,0.97 [0.89-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.95 [0.88-1.03],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.93 [0.86-1.01],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.92 [0.85-1.00],1.000,,LDL Cholesterol
