Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.28 [1.22-1.33],9.593e-25,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.28 [1.22-1.33],9.614e-25,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.28 [1.22-1.33],6.850e-25,***,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.24 [1.19-1.29],2.269e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.23 [1.18-1.29],1.986e-15,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.22 [1.17-1.27],3.544e-14,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.19 [1.15-1.24],5.665e-12,***,Triglycerides to Total-Lipids in Small LDL percentage
IDL-PL%,1.19 [1.14-1.24],4.973e-12,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-TG%,1.19 [1.14-1.24],2.990e-10,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.19 [1.14-1.24],3.119e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-TG%,1.18 [1.13-1.23],9.802e-09,***,Triglycerides to Total-Lipids in Small HDL percentage
MUFA%,1.17 [1.12-1.23],2.354e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Creatinine,1.16 [1.11-1.22],1.457e-04,***,Creatinine
L-HDL-PL%,1.16 [1.10-1.21],7.079e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,1.15 [1.10-1.20],3.299e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.14 [1.09-1.19],0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,1.13 [1.08-1.19],0.008,**,Triglycerides to Phosphoglycerides ratio
XL-VLDL-TG%,1.13 [1.08-1.18],0.005,**,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-FC,0.89 [0.86-0.93],0.006,**,Free Cholesterol in Small VLDL
M-VLDL-FC,0.89 [0.85-0.92],0.002,**,Free Cholesterol in Medium VLDL
S-HDL-FC%,0.89 [0.85-0.93],0.008,**,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,0.89 [0.85-0.92],5.198e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-PL,0.89 [0.85-0.92],0.003,**,Phospholipids in Small HDL
Albumin,0.89 [0.85-0.92],9.851e-04,***,Albumin
L-HDL-FC%,0.88 [0.84-0.92],0.017,*,Free Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-CE%,0.88 [0.84-0.92],3.779e-04,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-HDL-L,0.88 [0.84-0.92],0.003,**,Total-Lipids in Very Large HDL
S-LDL-P,0.88 [0.84-0.91],7.524e-05,***,Concentration of Small LDL Particles
XS-VLDL-C,0.88 [0.84-0.91],5.001e-05,***,Cholesterol in Very Small VLDL
S-HDL-L,0.88 [0.84-0.91],6.791e-05,***,Total-Lipids in Small HDL
XL-VLDL-C%,0.88 [0.84-0.91],2.687e-04,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,0.87 [0.84-0.91],9.993e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.87 [0.84-0.91],4.694e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
S-HDL-C%,0.87 [0.84-0.91],9.034e-06,***,Cholesterol to Total-Lipids in Small HDL percentage
DHA,0.87 [0.83-0.91],2.142e-04,***,Docosahexaenoic Acid
M-HDL-PL,0.87 [0.83-0.90],2.981e-05,***,Phospholipids in Medium HDL
M-LDL-FC%,0.87 [0.83-0.90],5.723e-06,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.86 [0.83-0.91],1.416e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C%,0.86 [0.83-0.90],2.404e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-P,0.86 [0.83-0.90],3.470e-07,***,Concentration of Large LDL Particles
S-VLDL-C%,0.86 [0.83-0.90],1.317e-07,***,Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-P,0.86 [0.82-0.90],2.512e-05,***,Concentration of Very Large HDL Particles
XS-VLDL-CE,0.86 [0.83-0.90],1.866e-07,***,Cholesteryl Esters in Very Small VLDL
LDL-P,0.86 [0.83-0.90],1.293e-07,***,Concentration of LDL Particles
M-VLDL-C,0.86 [0.83-0.90],6.193e-08,***,Cholesterol in Medium VLDL
ApoB,0.86 [0.82-0.89],2.824e-08,***,Apolipoprotein B
XL-HDL-C,0.86 [0.82-0.90],4.176e-06,***,Cholesterol in Very Large HDL
M-LDL-P,0.86 [0.82-0.89],5.764e-08,***,Concentration of Medium LDL Particles
M-VLDL-CE%,0.85 [0.82-0.89],3.859e-09,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-PL,0.85 [0.81-0.89],3.839e-06,***,Phospholipids in Large HDL
S-LDL-CE,0.85 [0.82-0.89],7.669e-09,***,Cholesteryl Esters in Small LDL
M-VLDL-PL%,0.85 [0.82-0.89],9.974e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LA%,0.85 [0.82-0.89],9.187e-08,***,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-PL,0.85 [0.82-0.89],9.612e-10,***,Phospholipids in Small LDL
XL-HDL-CE,0.85 [0.81-0.89],3.807e-07,***,Cholesteryl Esters in Very Large HDL
M-HDL-L,0.85 [0.81-0.89],9.208e-08,***,Total-Lipids in Medium HDL
S-LDL-L,0.85 [0.81-0.88],8.376e-10,***,Total-Lipids in Small LDL
M-LDL-CE,0.85 [0.81-0.88],9.829e-10,***,Cholesteryl Esters in Medium LDL
M-VLDL-C%,0.85 [0.81-0.88],6.576e-10,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-C%,0.85 [0.81-0.88],2.732e-09,***,Cholesterol to Total-Lipids in Medium HDL percentage
M-VLDL-FC%,0.85 [0.81-0.88],4.165e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-P,0.85 [0.81-0.88],5.132e-11,***,Concentration of IDL Particles
M-VLDL-CE,0.85 [0.81-0.88],1.410e-10,***,Cholesteryl Esters in Medium VLDL
S-HDL-CE,0.85 [0.81-0.88],1.231e-10,***,Cholesteryl Esters in Small HDL
Remnant-C,0.84 [0.81-0.88],6.335e-11,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-PL,0.84 [0.81-0.88],1.530e-10,***,Phospholipids in Medium LDL
S-HDL-P,0.84 [0.81-0.88],1.821e-10,***,Concentration of Small HDL Particles
S-HDL-FC,0.84 [0.81-0.88],9.753e-10,***,Free Cholesterol in Small HDL
XL-HDL-CE%,0.84 [0.81-0.88],2.817e-09,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-LDL-L,0.84 [0.81-0.88],5.386e-11,***,Total-Lipids in Medium LDL
L-HDL-FC,0.84 [0.80-0.88],1.297e-07,***,Free Cholesterol in Large HDL
S-LDL-C,0.84 [0.81-0.88],2.982e-11,***,Cholesterol in Small LDL
L-HDL-L,0.84 [0.80-0.88],1.660e-07,***,Total-Lipids in Large HDL
S-LDL-C%,0.84 [0.81-0.87],5.245e-13,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C,0.84 [0.81-0.87],1.703e-11,***,Cholesterol in Small HDL
L-HDL-P,0.84 [0.80-0.88],3.662e-08,***,Concentration of Large HDL Particles
M-HDL-P,0.84 [0.80-0.87],8.154e-10,***,Concentration of Medium HDL Particles
M-LDL-C,0.84 [0.80-0.87],2.677e-12,***,Cholesterol in Medium LDL
HDL-PL,0.84 [0.80-0.87],2.796e-09,***,Phospholipids in HDL
L-HDL-C,0.83 [0.80-0.87],8.217e-09,***,Cholesterol in Large HDL
L-HDL-CE,0.83 [0.80-0.87],6.675e-09,***,Cholesteryl Esters in Large HDL
M-HDL-CE,0.83 [0.80-0.87],4.425e-11,***,Cholesteryl Esters in Medium HDL
Omega-6,0.83 [0.80-0.87],2.571e-12,***,Omega-6 Fatty Acids
PUFA,0.83 [0.79-0.87],4.753e-12,***,Polyunsaturated Fatty Acids
L-LDL-FC%,0.83 [0.80-0.86],1.710e-14,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LA,0.83 [0.79-0.86],3.024e-13,***,Linoleic Acid
M-HDL-C,0.83 [0.79-0.87],1.653e-11,***,Cholesterol in Medium HDL
S-LDL-FC,0.83 [0.79-0.86],4.779e-15,***,Free Cholesterol in Small LDL
Non-HDL-C,0.83 [0.79-0.86],4.092e-15,***,Total-Cholesterol Minus HDL-C
Total-L,0.83 [0.79-0.86],8.480e-14,***,Total-Lipids in Lipoprotein Particles
M-LDL-C%,0.83 [0.79-0.86],3.704e-18,***,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-PL,0.82 [0.79-0.86],1.692e-14,***,Phospholipids in IDL
M-HDL-FC,0.82 [0.79-0.86],7.408e-12,***,Free Cholesterol in Medium HDL
LDL-CE,0.82 [0.79-0.86],2.402e-15,***,Cholesteryl Esters in LDL
LDL-PL,0.82 [0.79-0.86],1.298e-15,***,Phospholipids in LDL
LDL-L,0.82 [0.79-0.86],7.132e-16,***,Total-Lipids in LDL
Phosphoglyc,0.82 [0.79-0.86],3.143e-13,***,Phosphoglycerides
ApoA1,0.82 [0.78-0.85],3.347e-13,***,Apolipoprotein A1
HDL-L,0.82 [0.78-0.85],1.252e-12,***,Total-Lipids in HDL
LDL-C,0.82 [0.78-0.85],1.576e-17,***,LDL Cholesterol
M-LDL-FC,0.81 [0.78-0.85],2.793e-17,***,Free Cholesterol in Medium LDL
PC,0.81 [0.78-0.85],9.721e-15,***,Phosphatidylcholines
L-LDL-CE,0.81 [0.78-0.85],2.106e-17,***,Cholesteryl Esters in Large LDL
L-LDL-L,0.81 [0.78-0.85],6.115e-18,***,Total-Lipids in Large LDL
L-LDL-PL,0.81 [0.78-0.85],3.568e-18,***,Phospholipids in Large LDL
S-VLDL-PL%,0.81 [0.78-0.85],1.625e-17,***,Phospholipids to Total-Lipids in Small VLDL percentage
Clinical LDL-C,0.81 [0.78-0.84],3.626e-19,***,Clinical LDL Cholesterol
S-VLDL-FC%,0.81 [0.78-0.85],5.557e-18,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,0.81 [0.78-0.84],4.216e-18,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-FC,0.81 [0.78-0.84],1.337e-18,***,Total-Free Cholesterol
IDL-FC,0.81 [0.77-0.84],3.638e-19,***,Free Cholesterol in IDL
L-LDL-C,0.81 [0.77-0.84],1.976e-19,***,Cholesterol in Large LDL
IDL-L,0.81 [0.77-0.84],1.914e-19,***,Total-Lipids in IDL
Cholines,0.81 [0.77-0.84],6.736e-17,***,Total-Cholines
Total-PL,0.80 [0.77-0.84],9.431e-18,***,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-CE%,0.80 [0.77-0.84],9.427e-20,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-FC,0.80 [0.77-0.84],6.118e-15,***,Free Cholesterol in HDL
HDL-P,0.80 [0.77-0.84],1.830e-17,***,Concentration of HDL Particles
LDL-FC,0.80 [0.77-0.83],3.755e-21,***,Free Cholesterol in LDL
SM,0.80 [0.76-0.83],8.534e-20,***,Sphingomyelins
HDL-CE,0.80 [0.76-0.83],6.120e-17,***,Cholesteryl Esters in HDL
IDL-C%,0.80 [0.77-0.83],2.800e-25,***,Cholesterol to Total-Lipids in IDL percentage
HDL-C,0.79 [0.76-0.83],4.092e-17,***,HDL Cholesterol
L-LDL-FC,0.79 [0.76-0.83],1.165e-22,***,Free Cholesterol in Large LDL
IDL-C,0.79 [0.76-0.83],2.596e-23,***,Cholesterol in IDL
IDL-CE%,0.79 [0.76-0.82],3.118e-26,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-CE,0.79 [0.76-0.82],5.553e-24,***,Cholesteryl Esters in IDL
Total-P,0.79 [0.75-0.82],6.301e-21,***,Total-Concentration of Lipoprotein Particles
Total-C,0.79 [0.75-0.82],2.881e-24,***,Total-Cholesterol
L-LDL-C%,0.78 [0.75-0.82],2.037e-25,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-CE,0.78 [0.75-0.81],5.342e-26,***,Total-Esterified Cholesterol
M-HDL-FC%,0.77 [0.74-0.81],9.330e-22,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
