Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA,1.14 [0.94-1.38],1.000,,Docosahexaenoic Acid
Omega-3,1.09 [0.90-1.32],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,1.06 [0.85-1.33],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,1.06 [0.87-1.29],1.000,,Linoleic Acid
Omega-6,1.03 [0.84-1.27],1.000,,Omega-6 Fatty Acids
LDL-C,0.99 [0.82-1.21],1.000,,LDL Cholesterol
LDL-CE,0.99 [0.81-1.20],1.000,,Cholesteryl Esters in LDL
HDL-C,0.98 [0.80-1.22],1.000,,HDL Cholesterol
HDL-CE,0.98 [0.79-1.21],1.000,,Cholesteryl Esters in HDL
M-VLDL-TG%,0.88 [0.72-1.07],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
