Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB,1.11 [0.99-1.25],1.000,,Apolipoprotein B
LDL-C,1.10 [0.97-1.24],1.000,,LDL Cholesterol
Clinical LDL-C,1.08 [0.96-1.23],1.000,,Clinical LDL Cholesterol
M-LDL-TG%,1.06 [0.94-1.20],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoA1,1.02 [0.89-1.16],1.000,,Apolipoprotein A1
HDL-CE,0.96 [0.84-1.10],1.000,,Cholesteryl Esters in HDL
PUFA/MUFA,0.94 [0.82-1.08],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.93 [0.82-1.07],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.90 [0.79-1.03],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-FC%,0.90 [0.79-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
