Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.22 [1.00-1.48],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.21 [1.01-1.45],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
HDL-CE,1.07 [0.88-1.30],1.000,,Cholesteryl Esters in HDL
MUFA%,1.02 [0.83-1.25],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.01 [0.83-1.22],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.95 [0.77-1.16],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.88 [0.73-1.05],1.000,,Clinical LDL Cholesterol
LDL-C,0.88 [0.73-1.05],1.000,,LDL Cholesterol
ApoB,0.87 [0.73-1.05],1.000,,Apolipoprotein B
ApoB/ApoA1,0.85 [0.71-1.04],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
