Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.11 [0.99-1.25],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.05 [0.92-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.05 [0.92-1.19],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-FC%,1.04 [0.93-1.16],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.02 [0.91-1.15],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-VLDL-C%,0.96 [0.84-1.08],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-CE,0.91 [0.80-1.04],1.000,,Cholesteryl Esters in HDL
VLDL-C,0.89 [0.79-1.00],1.000,,VLDL Cholesterol
Remnant-C,0.87 [0.78-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.85 [0.75-0.96],1.000,,Total-Cholesterol
