Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.04 [0.98-1.10],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-BCAA,1.02 [0.96-1.09],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,1.01 [0.95-1.08],1.000,,Valine
ApoA1,1.01 [0.95-1.08],1.000,,Apolipoprotein A1
HDL-CE,1.00 [0.94-1.07],1.000,,Cholesteryl Esters in HDL
M-LDL-FC%,0.99 [0.93-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,0.97 [0.91-1.03],1.000,,LDL Cholesterol
Total-C,0.96 [0.90-1.02],1.000,,Total-Cholesterol
Non-HDL-C,0.96 [0.90-1.02],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.95 [0.89-1.01],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
