Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,1.26 [1.15-1.39],0.192,,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,1.26 [1.14-1.39],0.728,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.26 [1.15-1.39],0.179,,Triglycerides to Total-Lipids in Large LDL percentage
M-HDL-TG%,1.25 [1.14-1.38],0.698,,Triglycerides to Total-Lipids in Medium HDL percentage
IDL-TG%,1.25 [1.13-1.37],0.893,,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.99 [0.91-1.09],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
DHA%,0.90 [0.82-1.00],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-FC%,0.82 [0.75-0.90],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.81 [0.74-0.90],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-C%,0.80 [0.73-0.88],0.637,,Cholesterol to Total-Lipids in Medium HDL percentage
