Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.09 [0.91-1.31],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.08 [0.91-1.28],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.07 [0.90-1.27],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-PL%,1.03 [0.87-1.21],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.00 [0.83-1.22],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.94 [0.78-1.14],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.93 [0.79-1.11],1.000,,VLDL Cholesterol
Remnant-C,0.92 [0.77-1.09],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.91 [0.76-1.08],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.87 [0.73-1.04],1.000,,Total-Cholesterol
