Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-TG%,1.41 [1.23-1.61],0.115,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,1.37 [1.21-1.55],0.154,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.36 [1.20-1.54],0.300,,Triglycerides to Total-Lipids in IDL percentage
M-HDL-TG%,1.36 [1.19-1.55],0.765,,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-TG%,1.33 [1.18-1.51],0.580,,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-CE%,0.75 [0.66-0.85],0.716,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA%,0.74 [0.65-0.84],0.842,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,0.74 [0.65-0.84],0.390,,Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,0.73 [0.64-0.84],0.909,,Degree of Unsaturation
L-LDL-C%,0.73 [0.65-0.82],0.075,,Cholesterol to Total-Lipids in Large LDL percentage
