Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.36 [1.13-1.63],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.19 [1.01-1.41],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.17 [0.98-1.40],1.000,,Monounsaturated Fatty Acids
SFA,1.17 [0.97-1.40],1.000,,Saturated Fatty Acids
Total-FA,1.09 [0.91-1.31],1.000,,Total-Fatty Acids
LDL-C,0.95 [0.80-1.13],1.000,,LDL Cholesterol
Non-HDL-C,0.94 [0.79-1.12],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.94 [0.79-1.11],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-C,0.92 [0.76-1.12],1.000,,HDL Cholesterol
M-LDL-FC%,0.81 [0.68-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
