Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.09 [0.92-1.30],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.08 [0.91-1.29],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,1.03 [0.86-1.23],1.000,,Valine
Total-BCAA,1.01 [0.85-1.21],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.01 [0.84-1.21],1.000,,Leucine
Total-FA,1.00 [0.83-1.20],1.000,,Total-Fatty Acids
MUFA,1.00 [0.83-1.20],1.000,,Monounsaturated Fatty Acids
SFA,0.99 [0.83-1.20],1.000,,Saturated Fatty Acids
Omega-6,0.99 [0.83-1.18],1.000,,Omega-6 Fatty Acids
M-LDL-FC%,0.89 [0.74-1.07],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
