Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-C%,1.07 [0.87-1.32],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,1.07 [0.86-1.33],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-HDL-C%,1.03 [0.83-1.29],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.01 [0.81-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.01 [0.80-1.26],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-CE,0.98 [0.81-1.20],1.000,,Cholesteryl Esters in LDL
VLDL-CE,0.95 [0.78-1.15],1.000,,Cholesteryl Esters in VLDL
Total-CE,0.92 [0.75-1.13],1.000,,Total-Esterified Cholesterol
M-LDL-TG%,0.91 [0.73-1.12],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-CE,0.87 [0.70-1.08],1.000,,Cholesteryl Esters in HDL
