Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.07 [0.98-1.18],1.000,,VLDL Cholesterol
M-LDL-PL%,1.06 [0.96-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Remnant-C,1.04 [0.95-1.15],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.04 [0.94-1.14],1.000,,Total-Cholesterol Minus HDL-C
LDL-CE,1.03 [0.94-1.14],1.000,,Cholesteryl Esters in LDL
PUFA,0.99 [0.89-1.09],1.000,,Polyunsaturated Fatty Acids
Omega-6,0.99 [0.89-1.09],1.000,,Omega-6 Fatty Acids
LA,0.98 [0.89-1.09],1.000,,Linoleic Acid
DHA,0.98 [0.89-1.09],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.97 [0.87-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
