Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.37 [1.20-1.56],0.916,,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,1.30 [1.12-1.50],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.05 [0.92-1.21],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-PL%,1.02 [0.90-1.16],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gly,1.00 [0.89-1.13],1.000,,Glycine
HDL-C,0.86 [0.75-1.00],1.000,,HDL Cholesterol
Non-HDL-C,0.82 [0.72-0.93],1.000,,Total-Cholesterol Minus HDL-C
LDL-C,0.82 [0.72-0.93],1.000,,LDL Cholesterol
M-LDL-FC%,0.81 [0.71-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.80 [0.70-0.91],1.000,,Clinical LDL Cholesterol
