Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.14 [0.99-1.32],1.000,,Phospholipids to Total-Lipids in IDL percentage
TG/PG,1.10 [0.94-1.29],1.000,,Triglycerides to Phosphoglycerides ratio
M-LDL-PL%,1.07 [0.93-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL,1.06 [0.91-1.24],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,1.05 [0.89-1.22],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
VLDL-C,0.88 [0.76-1.02],1.000,,VLDL Cholesterol
M-LDL-FC%,0.83 [0.72-0.97],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,0.81 [0.70-0.94],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.80 [0.69-0.92],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.78 [0.67-0.90],1.000,,Total-Cholesterol
