Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-PL%,1.16 [0.97-1.40],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-TG%,1.06 [0.86-1.30],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-FC%,1.06 [0.85-1.32],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-CE%,1.04 [0.86-1.28],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,1.03 [0.86-1.25],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-FC%,0.96 [0.79-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-C,0.88 [0.73-1.06],1.000,,VLDL Cholesterol
Remnant-C,0.87 [0.72-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.85 [0.70-1.03],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.84 [0.69-1.02],1.000,,Total-Cholesterol
