Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.11 [0.91-1.37],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-CE,1.06 [0.87-1.29],1.000,,Cholesteryl Esters in HDL
HDL-C,1.04 [0.86-1.27],1.000,,HDL Cholesterol
ApoA1,1.04 [0.86-1.26],1.000,,Apolipoprotein A1
PUFA/MUFA,1.00 [0.82-1.23],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LDL-C,0.98 [0.82-1.18],1.000,,LDL Cholesterol
Total-C,0.98 [0.81-1.18],1.000,,Total-Cholesterol
Non-HDL-C,0.97 [0.81-1.16],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.96 [0.80-1.15],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,0.92 [0.76-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
