Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.40 [1.24-1.59],0.018,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.40 [1.24-1.59],0.014,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.39 [1.23-1.56],0.008,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.38 [1.22-1.56],0.066,,Triglycerides to Total-Lipids in IDL percentage
M-HDL-TG%,1.13 [1.00-1.29],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.91 [0.80-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.74 [0.66-0.83],0.045,*,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-C%,0.73 [0.65-0.82],0.011,*,Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.71 [0.64-0.79],3.094e-05,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.71 [0.64-0.79],1.179e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
