Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.16 [0.99-1.35],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.14 [0.97-1.33],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.04 [0.89-1.22],1.000,,Apolipoprotein B
Remnant-C,1.01 [0.86-1.19],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.00 [0.85-1.18],1.000,,Total-Cholesterol Minus HDL-C
LDL-FC,0.97 [0.83-1.14],1.000,,Free Cholesterol in LDL
Albumin,0.94 [0.80-1.11],1.000,,Albumin
Unsaturation,0.90 [0.76-1.07],1.000,,Degree of Unsaturation
HDL-FC,0.89 [0.75-1.07],1.000,,Free Cholesterol in HDL
M-LDL-FC%,0.87 [0.74-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
