Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,1.42 [1.24-1.62],0.059,,Creatinine
M-LDL-TG%,1.24 [1.10-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.13 [1.01-1.28],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Remnant-C,1.02 [0.91-1.15],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
ApoB,1.02 [0.91-1.15],1.000,,Apolipoprotein B
LA,0.97 [0.86-1.10],1.000,,Linoleic Acid
Omega-6,0.96 [0.85-1.09],1.000,,Omega-6 Fatty Acids
PUFA,0.95 [0.84-1.08],1.000,,Polyunsaturated Fatty Acids
Omega-3,0.93 [0.82-1.05],1.000,,Omega-3 Fatty Acids
M-LDL-FC%,0.84 [0.74-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
