Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.20 [1.07-1.36],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Ile,1.11 [0.99-1.25],1.000,,Isoleucine
Leu,1.06 [0.94-1.20],1.000,,Leucine
Total-BCAA,1.06 [0.94-1.20],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,1.05 [0.93-1.18],1.000,,Tyrosine
PUFA,0.99 [0.87-1.13],1.000,,Polyunsaturated Fatty Acids
Albumin,0.88 [0.78-0.99],1.000,,Albumin
Unsaturation,0.86 [0.76-0.99],1.000,,Degree of Unsaturation
HDL-FC,0.84 [0.74-0.97],1.000,,Free Cholesterol in HDL
M-LDL-FC%,0.80 [0.71-0.91],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
