Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.16 [0.97-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.15 [0.95-1.40],1.000,,Monounsaturated Fatty Acids
Omega-3%,1.08 [0.90-1.31],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA,1.07 [0.89-1.29],1.000,,Linoleic Acid
DHA,1.07 [0.89-1.29],1.000,,Docosahexaenoic Acid
DHA%,0.99 [0.81-1.21],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,0.93 [0.76-1.14],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.90 [0.74-1.09],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.86 [0.70-1.06],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.77 [0.64-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
