Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.17 [1.08-1.26],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.11 [1.03-1.19],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-PL%,1.06 [0.99-1.14],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,1.05 [0.97-1.13],1.000,,Glutamine
Ala,1.04 [0.96-1.12],1.000,,Alanine
LDL-CE,0.95 [0.88-1.02],1.000,,Cholesteryl Esters in LDL
DHA%,0.92 [0.85-1.00],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Total-CE,0.91 [0.84-0.98],1.000,,Total-Esterified Cholesterol
M-LDL-FC%,0.91 [0.84-0.98],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.88 [0.81-0.95],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
