Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Leu,0.1035,0.0776,Leucine
SFA%,0.0465,0.0559,Saturated Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0705,0.0542,Citrate
Glu,0.0442,0.0530,Glucose
GlycA,0.0708,0.0485,Glycoprotein Acetyls
Ala,0.0347,0.0480,Alanine
3-Hydroxybutyrate,0.0300,0.0477,3-Hydroxybutyrate
Sc-ala,0.0443,0.0395,Spectrometer-corrected alanine
XS-VLDL-PL%,0.0413,0.0329,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.0282,0.0299,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Creatinine,0.0158,0.0294,Creatinine
Acetone,0.0277,0.0287,Acetone
Gln,0.0263,0.0275,Glutamine
Total-BCAA,0.0272,0.0272,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Acetate,0.0240,0.0254,Acetate
M-LDL-PL%,0.0228,0.0251,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-PL%,0.0233,0.0210,Phospholipids to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0267,0.0196,Cholesterol to Total-Lipids in Large LDL percentage
Phe,0.0177,0.0190,Phenylalanine
Omega-6/Omega-3,0.0178,0.0187,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-FC%,0.0135,0.0165,Free Cholesterol to Total-Lipids in Large VLDL percentage
Lactate,0.0160,0.0160,Lactate
Gly,0.0145,0.0153,Glycine
LDL-size,0.0125,0.0141,Average Diameter for LDL Particles
His,0.0183,0.0140,Histidine
Tyr,0.0108,0.0120,Tyrosine
Albumin,0.0123,0.0115,Albumin
Glu-lactate,0.0078,0.0109,Glucose-lactate
XXL-VLDL-TG%,0.0075,0.0108,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0090,0.0095,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Val,0.0072,0.0092,Valine
S-HDL-FC%,0.0080,0.0087,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-PL%,0.0068,0.0086,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0050,0.0085,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Ile,0.0092,0.0085,Isoleucine
LA,0.0080,0.0083,Linoleic Acid
XXL-VLDL-PL%,0.0087,0.0077,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0070,0.0076,Docosahexaenoic Acid to Total-Fatty Acids percentage
ApoB/ApoA1,0.0087,0.0071,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-FC%,0.0037,0.0059,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,0.0070,0.0057,Triglycerides to Total-Lipids in Large LDL percentage
Omega-3,0.0073,0.0057,Omega-3 Fatty Acids
M-LDL-C%,0.0050,0.0050,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG%,0.0062,0.0046,Triglycerides to Total-Lipids in IDL percentage
PUFA%,0.0042,0.0041,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-CE%,0.0017,0.0037,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Acetoacetate,0.0025,0.0032,Acetoacetate
IDL-CE%,0.0055,0.0031,Cholesteryl Esters to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0027,0.0031,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-FC%,0.0028,0.0029,Free Cholesterol to Total-Lipids in IDL percentage
S-VLDL-CE%,0.0013,0.0026,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-HDL-FC%,0.0023,0.0023,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Pyruvate,0.0017,0.0021,Pyruvate
Unsaturation,0.0023,0.0020,Degree of Unsaturation
XXL-VLDL-C%,0.0015,0.0018,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-P,0.0012,0.0017,Concentration of IDL Particles
Omega-3%,0.0020,0.0016,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0013,0.0015,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-C%,0.0012,0.0014,Cholesterol to Total-Lipids in IDL percentage
LA%,0.0015,0.0014,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-C%,0.0010,0.0007,Cholesterol to Total-Lipids in Large VLDL percentage
