Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Citrate,0.1773,0.2667,Citrate
Creatinine,0.1707,0.1260,Creatinine
GlycA,0.1045,0.0805,Glycoprotein Acetyls
Albumin,0.0878,0.0740,Albumin
Gln,0.0505,0.0553,Glutamine
Leu,0.0443,0.0414,Leucine
IDL-CE%,0.0425,0.0393,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetate,0.0292,0.0234,Acetate
IDL-PL%,0.0342,0.0227,Phospholipids to Total-Lipids in IDL percentage
Total-BCAA,0.0152,0.0224,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Tyr,0.0253,0.0216,Tyrosine
XS-VLDL-PL%,0.0233,0.0215,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0215,0.0198,Glycine
His,0.0202,0.0197,Histidine
Glu,0.0137,0.0186,Glucose
S-HDL-PL%,0.0135,0.0128,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-CE%,0.0132,0.0108,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Lactate,0.0142,0.0107,Lactate
Acetone,0.0115,0.0104,Acetone
Sc-ala,0.0085,0.0089,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0062,0.0088,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0045,0.0082,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0053,0.0060,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG,0.0035,0.0052,Triglycerides in Large HDL
Phe,0.0038,0.0052,Phenylalanine
XL-VLDL-PL%,0.0038,0.0046,Phospholipids to Total-Lipids in Very Large VLDL percentage
Val,0.0042,0.0045,Valine
L-HDL-PL%,0.0032,0.0035,Phospholipids to Total-Lipids in Large HDL percentage
Omega-3,0.0020,0.0033,Omega-3 Fatty Acids
M-HDL-TG,0.0023,0.0032,Triglycerides in Medium HDL
Pyruvate,0.0033,0.0030,Pyruvate
Ile,0.0023,0.0029,Isoleucine
LDL-size,0.0012,0.0027,Average Diameter for LDL Particles
S-LDL-PL%,0.0042,0.0027,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0027,0.0024,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0025,0.0022,Alanine
Omega-6/Omega-3,0.0022,0.0021,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-FC,0.0013,0.0021,Free Cholesterol in Very Large HDL
DHA%,0.0010,0.0020,Docosahexaenoic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0022,0.0019,3-Hydroxybutyrate
Unsaturation,0.0015,0.0019,Degree of Unsaturation
M-LDL-PL%,0.0013,0.0018,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-FC%,0.0017,0.0017,Free Cholesterol to Total-Lipids in IDL percentage
PUFA/MUFA,0.0010,0.0016,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-FC%,0.0020,0.0016,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0022,0.0015,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0018,0.0013,Cholesterol to Total-Lipids in Small LDL percentage
Glu-lactate,0.0010,0.0009,Glucose-lactate
XXL-VLDL-TG%,0.0003,0.0008,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL%,0.0007,0.0007,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-HDL-CE%,0.0008,0.0007,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-CE%,0.0007,0.0006,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,0.0008,0.0006,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,0.0005,0.0005,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0005,0.0004,Acetoacetate
S-LDL-PL,0.0005,0.0004,Phospholipids in Small LDL
