Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
LA%,0.1937,0.3861,Linoleic Acid to Total-Fatty Acids percentage
GlycA,0.2362,0.2845,Glycoprotein Acetyls
Albumin,0.2902,0.1864,Albumin
ApoB/ApoA1,0.0383,0.0279,Apolipoprotein B to Apolipoprotein A1 ratio
S-HDL-PL%,0.0292,0.0173,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-TG,0.0393,0.0154,Triglycerides in Large LDL
M-HDL-PL,0.0237,0.0124,Phospholipids in Medium HDL
VLDL-size,0.0212,0.0105,Average Diameter for VLDL Particles
IDL-TG,0.0260,0.0101,Triglycerides in IDL
Glu,0.0152,0.0100,Glucose
XXL-VLDL-FC%,0.0180,0.0074,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
TG/PG,0.0107,0.0060,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC,0.0112,0.0049,Free Cholesterol in Very Large HDL
Creatinine,0.0098,0.0043,Creatinine
Glu-lactate,0.0062,0.0036,Glucose-lactate
S-HDL-PL,0.0067,0.0033,Phospholipids in Small HDL
L-HDL-PL%,0.0068,0.0028,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0058,0.0024,Citrate
XXL-VLDL-PL%,0.0025,0.0011,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0022,0.0007,Histidine
XL-VLDL-C,0.0017,0.0007,Cholesterol in Very Large VLDL
Pyruvate,0.0010,0.0005,Pyruvate
XS-VLDL-PL%,0.0008,0.0003,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,0.0005,0.0003,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
IDL-CE%,0.0007,0.0002,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0007,0.0002,Valine
Leu,0.0005,0.0002,Leucine
Acetoacetate,0.0005,0.0002,Acetoacetate
S-HDL-CE,0.0002,7.5442e-05,Cholesteryl Esters in Small HDL
Gly,0.0003,6.4907e-05,Glycine
XS-VLDL-CE%,0.0002,6.1693e-05,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,0.0002,4.6061e-05,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,0.0002,3.8499e-05,Phospholipids to Total-Lipids in Small LDL percentage
