Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.3213,0.4168,Creatinine
IDL-CE,0.0717,0.1254,Cholesteryl Esters in IDL
LA,0.0472,0.0408,Linoleic Acid
Total-C,0.0380,0.0384,Total-Cholesterol
IDL-CE%,0.0520,0.0382,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.0670,0.0373,Albumin
Total-P,0.0235,0.0320,Total-Concentration of Lipoprotein Particles
Cholines,0.0330,0.0303,Total-Cholines
SM,0.0187,0.0268,Sphingomyelins
Omega-6,0.0235,0.0239,Omega-6 Fatty Acids
Gln,0.0442,0.0231,Glutamine
LDL-size,0.0328,0.0171,Average Diameter for LDL Particles
HDL-FC,0.0127,0.0161,Free Cholesterol in HDL
XS-VLDL-CE%,0.0138,0.0127,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.0188,0.0124,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-C%,0.0167,0.0124,Cholesterol to Total-Lipids in Small LDL percentage
Tyr,0.0248,0.0124,Tyrosine
LA%,0.0167,0.0102,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0107,0.0075,Acetoacetate
XS-VLDL-PL%,0.0120,0.0071,Phospholipids to Total-Lipids in Very Small VLDL percentage
Total-PL,0.0053,0.0067,Total-Phospholipids in Lipoprotein Particles
Gly,0.0115,0.0058,Glycine
Acetate,0.0050,0.0048,Acetate
Phe,0.0087,0.0043,Phenylalanine
3-Hydroxybutyrate,0.0057,0.0029,3-Hydroxybutyrate
His,0.0053,0.0028,Histidine
S-HDL-PL%,0.0062,0.0027,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-PL,0.0045,0.0026,Phospholipids in Small HDL
IDL-C,0.0030,0.0026,Cholesterol in IDL
Acetone,0.0038,0.0022,Acetone
L-HDL-PL%,0.0037,0.0022,Phospholipids to Total-Lipids in Large HDL percentage
Pyruvate,0.0047,0.0021,Pyruvate
XS-VLDL-FC%,0.0042,0.0019,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0035,0.0017,Glucose-lactate
XS-VLDL-TG%,0.0018,0.0013,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-PL%,0.0022,0.0013,Phospholipids to Total-Lipids in Small LDL percentage
IDL-PL%,0.0022,0.0012,Phospholipids to Total-Lipids in IDL percentage
Ala,0.0022,0.0012,Alanine
Omega-6%,0.0022,0.0011,Omega-6 Fatty Acids to Total-Fatty Acids percentage
GlycA,0.0023,0.0011,Glycoprotein Acetyls
IDL-FC%,0.0022,0.0010,Free Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC%,0.0015,0.0008,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Glu,0.0015,0.0007,Glucose
Leu,0.0015,0.0007,Leucine
M-LDL-TG%,0.0012,0.0007,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-PL%,0.0010,0.0006,Phospholipids to Total-Lipids in Medium VLDL percentage
Sc-ala,0.0013,0.0005,Spectrometer-corrected alanine
XXL-VLDL-FC%,0.0008,0.0005,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0008,0.0004,Isoleucine
Lactate,0.0010,0.0003,Lactate
Citrate,0.0003,0.0001,Citrate
