Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Lactate,0.1543,0.1437,Lactate
Gly,0.0910,0.0876,Glycine
M-HDL-PL,0.0788,0.0769,Phospholipids in Medium HDL
Omega-3,0.0378,0.0488,Omega-3 Fatty Acids
Citrate,0.0357,0.0410,Citrate
Acetone,0.0608,0.0347,Acetone
Acetate,0.0367,0.0332,Acetate
SM,0.0233,0.0309,Sphingomyelins
IDL-PL%,0.0345,0.0299,Phospholipids to Total-Lipids in IDL percentage
Pyruvate,0.0218,0.0257,Pyruvate
L-LDL-TG%,0.0220,0.0249,Triglycerides to Total-Lipids in Large LDL percentage
DHA,0.0195,0.0229,Docosahexaenoic Acid
His,0.0255,0.0203,Histidine
LA%,0.0220,0.0194,Linoleic Acid to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0125,0.0193,3-Hydroxybutyrate
Total-P,0.0162,0.0191,Total-Concentration of Lipoprotein Particles
Omega-3%,0.0122,0.0172,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Creatinine,0.0190,0.0172,Creatinine
Unsaturation,0.0203,0.0168,Degree of Unsaturation
Albumin,0.0177,0.0160,Albumin
M-LDL-C%,0.0183,0.0157,Cholesterol to Total-Lipids in Medium LDL percentage
GlycA,0.0127,0.0154,Glycoprotein Acetyls
M-HDL-PL%,0.0110,0.0147,Phospholipids to Total-Lipids in Medium HDL percentage
Sc-ala,0.0108,0.0144,Spectrometer-corrected alanine
SFA%,0.0142,0.0128,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-C%,0.0112,0.0124,Cholesterol to Total-Lipids in Large LDL percentage
LDL-size,0.0130,0.0109,Average Diameter for LDL Particles
M-LDL-PL%,0.0087,0.0104,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-CE,0.0060,0.0091,Cholesteryl Esters in Medium HDL
Ile,0.0145,0.0090,Isoleucine
Omega-6/Omega-3,0.0048,0.0086,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-CE,0.0075,0.0086,Cholesteryl Esters in Small HDL
HDL-C,0.0063,0.0085,HDL Cholesterol
L-LDL-CE%,0.0090,0.0085,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Glu,0.0092,0.0075,Glucose
M-LDL-CE%,0.0053,0.0068,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,0.0087,0.0068,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.0060,0.0055,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gln,0.0053,0.0053,Glutamine
Phe,0.0038,0.0051,Phenylalanine
IDL-CE%,0.0030,0.0051,Cholesteryl Esters to Total-Lipids in IDL percentage
Val,0.0038,0.0050,Valine
PUFA%,0.0052,0.0049,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Ala,0.0047,0.0047,Alanine
Acetoacetate,0.0058,0.0047,Acetoacetate
L-VLDL-FC%,0.0067,0.0045,Free Cholesterol to Total-Lipids in Large VLDL percentage
IDL-FC%,0.0025,0.0045,Free Cholesterol to Total-Lipids in IDL percentage
XXL-VLDL-CE%,0.0012,0.0033,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,0.0022,0.0033,Leucine
XL-HDL-C%,0.0030,0.0033,Cholesterol to Total-Lipids in Very Large HDL percentage
IDL-C%,0.0035,0.0027,Cholesterol to Total-Lipids in IDL percentage
Tyr,0.0012,0.0025,Tyrosine
MUFA%,0.0020,0.0018,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0007,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-VLDL-PL%,0.0008,0.0014,Phospholipids to Total-Lipids in Large VLDL percentage
Glu-lactate,0.0010,0.0013,Glucose-lactate
L-LDL-PL%,0.0015,0.0012,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-TG,0.0012,0.0011,Triglycerides in Large HDL
S-LDL-FC,0.0010,0.0009,Free Cholesterol in Small LDL
XXL-VLDL-FC%,0.0005,0.0006,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0002,0.0004,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,0.0002,0.0003,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Large HDL percentage
