Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1692,0.2171,Creatinine
L-LDL-CE%,0.0805,0.0707,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0593,0.0582,Phospholipids to Total-Lipids in Very Small VLDL percentage
Gly,0.0728,0.0540,Glycine
Albumin,0.0538,0.0515,Albumin
Gln,0.0353,0.0509,Glutamine
Acetone,0.0383,0.0266,Acetone
LDL-size,0.0280,0.0263,Average Diameter for LDL Particles
Unsaturation,0.0210,0.0262,Degree of Unsaturation
XXL-VLDL-PL%,0.0363,0.0254,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
His,0.0298,0.0253,Histidine
GlycA,0.0232,0.0245,Glycoprotein Acetyls
3-Hydroxybutyrate,0.0267,0.0235,3-Hydroxybutyrate
S-HDL-CE,0.0255,0.0220,Cholesteryl Esters in Small HDL
Ile,0.0118,0.0215,Isoleucine
Glu-lactate,0.0298,0.0194,Glucose-lactate
L-LDL-PL%,0.0112,0.0154,Phospholipids to Total-Lipids in Large LDL percentage
Ala,0.0175,0.0145,Alanine
Lactate,0.0152,0.0129,Lactate
LA%,0.0190,0.0122,Linoleic Acid to Total-Fatty Acids percentage
Pyruvate,0.0127,0.0117,Pyruvate
S-HDL-P,0.0105,0.0109,Concentration of Small HDL Particles
XL-HDL-C%,0.0133,0.0105,Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0095,0.0094,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0133,0.0092,Phospholipids to Total-Lipids in Small LDL percentage
Acetoacetate,0.0067,0.0091,Acetoacetate
L-VLDL-CE%,0.0073,0.0089,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
DHA,0.0043,0.0084,Docosahexaenoic Acid
Leu,0.0040,0.0082,Leucine
Citrate,0.0092,0.0081,Citrate
Tyr,0.0067,0.0079,Tyrosine
IDL-CE%,0.0102,0.0077,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC%,0.0047,0.0075,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,0.0067,0.0074,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0083,0.0071,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Acetate,0.0045,0.0061,Acetate
XL-VLDL-FC%,0.0047,0.0056,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LA,0.0067,0.0055,Linoleic Acid
S-VLDL-TG%,0.0053,0.0050,Triglycerides to Total-Lipids in Small VLDL percentage
SFA%,0.0038,0.0044,Saturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.0062,0.0043,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-HDL-PL%,0.0045,0.0041,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,0.0043,0.0040,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Phe,0.0022,0.0040,Phenylalanine
XXL-VLDL-CE%,0.0027,0.0038,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-C%,0.0042,0.0031,Cholesterol to Total-Lipids in Small LDL percentage
Glu,0.0037,0.0027,Glucose
XL-HDL-FC,0.0013,0.0024,Free Cholesterol in Very Large HDL
M-LDL-PL%,0.0023,0.0021,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-C%,0.0010,0.0021,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,0.0032,0.0021,Phospholipids to Total-Lipids in IDL percentage
M-LDL-CE%,0.0018,0.0019,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-HDL-PL%,0.0008,0.0017,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,0.0008,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-C%,0.0022,0.0013,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-TG%,0.0013,0.0012,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.0008,0.0008,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
