Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1668,0.1797,Creatinine
Albumin,0.1333,0.1457,Albumin
IDL-CE%,0.0880,0.0857,Cholesteryl Esters to Total-Lipids in IDL percentage
Lactate,0.0650,0.0751,Lactate
IDL-PL%,0.0508,0.0549,Phospholipids to Total-Lipids in IDL percentage
Glu,0.0685,0.0539,Glucose
M-LDL-PL%,0.0332,0.0374,Phospholipids to Total-Lipids in Medium LDL percentage
Ile,0.0302,0.0309,Isoleucine
Glu-lactate,0.0298,0.0305,Glucose-lactate
S-LDL-C%,0.0275,0.0249,Cholesterol to Total-Lipids in Small LDL percentage
Phe,0.0252,0.0223,Phenylalanine
Leu,0.0217,0.0210,Leucine
Citrate,0.0240,0.0199,Citrate
L-VLDL-TG%,0.0180,0.0195,Triglycerides to Total-Lipids in Large VLDL percentage
Total-BCAA,0.0222,0.0195,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Pyruvate,0.0218,0.0193,Pyruvate
Acetate,0.0168,0.0135,Acetate
XS-VLDL-FC%,0.0120,0.0114,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-CE%,0.0112,0.0108,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0082,0.0094,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetone,0.0093,0.0092,Acetone
Ala,0.0088,0.0091,Alanine
3-Hydroxybutyrate,0.0085,0.0077,3-Hydroxybutyrate
Gln,0.0058,0.0074,Glutamine
Acetoacetate,0.0065,0.0071,Acetoacetate
Sc-ala,0.0077,0.0059,Spectrometer-corrected alanine
His,0.0090,0.0058,Histidine
Unsaturation,0.0053,0.0053,Degree of Unsaturation
LDL-size,0.0082,0.0053,Average Diameter for LDL Particles
S-LDL-FC%,0.0037,0.0039,Free Cholesterol to Total-Lipids in Small LDL percentage
IDL-C%,0.0023,0.0039,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-TG%,0.0042,0.0036,Triglycerides to Total-Lipids in Very Small VLDL percentage
DHA%,0.0042,0.0036,Docosahexaenoic Acid to Total-Fatty Acids percentage
LA%,0.0058,0.0034,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-CE%,0.0038,0.0032,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0057,0.0032,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0045,0.0029,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-FC%,0.0035,0.0028,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-VLDL-PL%,0.0017,0.0027,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,0.0028,0.0026,Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-FC%,0.0013,0.0022,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-CE%,0.0015,0.0022,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,0.0012,0.0020,Phospholipids to Total-Lipids in Large LDL percentage
Val,0.0012,0.0017,Valine
SFA%,0.0010,0.0014,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-FC%,0.0012,0.0014,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC%,0.0005,0.0009,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,0.0012,0.0008,Cholesterol to Total-Lipids in Medium LDL percentage
Gly,0.0012,0.0008,Glycine
DHA,0.0010,0.0007,Docosahexaenoic Acid
Omega-6%,0.0010,0.0007,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,0.0008,0.0006,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,0.0008,0.0006,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0005,0.0002,Tyrosine
Omega-3,0.0002,6.6338e-05,Omega-3 Fatty Acids
