Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Ala,0.0595,0.0615,Alanine
Citrate,0.0710,0.0585,Citrate
XS-VLDL-PL%,0.0513,0.0562,Phospholipids to Total-Lipids in Very Small VLDL percentage
Acetoacetate,0.0608,0.0551,Acetoacetate
Albumin,0.0618,0.0523,Albumin
Omega-3%,0.0290,0.0313,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,0.0403,0.0306,Valine
Creatinine,0.0252,0.0296,Creatinine
Acetone,0.0283,0.0288,Acetone
IDL-CE%,0.0345,0.0287,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-CE%,0.0312,0.0281,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,0.0425,0.0281,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0198,0.0268,Tyrosine
Glu-lactate,0.0340,0.0266,Glucose-lactate
Ile,0.0223,0.0252,Isoleucine
DHA,0.0298,0.0246,Docosahexaenoic Acid
Glu,0.0192,0.0238,Glucose
Unsaturation,0.0193,0.0235,Degree of Unsaturation
Gly,0.0188,0.0202,Glycine
IDL-C%,0.0168,0.0196,Cholesterol to Total-Lipids in IDL percentage
3-Hydroxybutyrate,0.0130,0.0187,3-Hydroxybutyrate
Omega-6/Omega-3,0.0210,0.0186,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
His,0.0090,0.0170,Histidine
GlycA,0.0183,0.0145,Glycoprotein Acetyls
XXL-VLDL-FC%,0.0142,0.0144,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0087,0.0139,Acetate
Phe,0.0107,0.0139,Phenylalanine
L-LDL-PL%,0.0123,0.0134,Phospholipids to Total-Lipids in Large LDL percentage
Pyruvate,0.0067,0.0122,Pyruvate
Leu,0.0112,0.0120,Leucine
XL-HDL-C%,0.0100,0.0119,Cholesterol to Total-Lipids in Very Large HDL percentage
SFA%,0.0108,0.0101,Saturated Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0060,0.0099,Spectrometer-corrected alanine
LDL-size,0.0095,0.0095,Average Diameter for LDL Particles
XXL-VLDL-CE%,0.0023,0.0085,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Lactate,0.0103,0.0084,Lactate
XL-HDL-CE%,0.0127,0.0080,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-P,0.0087,0.0079,Concentration of IDL Particles
XL-HDL-PL%,0.0050,0.0072,Phospholipids to Total-Lipids in Very Large HDL percentage
MUFA%,0.0035,0.0069,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,0.0060,0.0068,Free Cholesterol to Total-Lipids in Medium HDL percentage
Gln,0.0037,0.0067,Glutamine
S-HDL-FC%,0.0057,0.0061,Free Cholesterol to Total-Lipids in Small HDL percentage
IDL-PL%,0.0073,0.0059,Phospholipids to Total-Lipids in IDL percentage
S-VLDL-CE%,0.0067,0.0058,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,0.0060,0.0054,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
PUFA%,0.0020,0.0052,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0027,0.0050,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.0062,0.0048,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0060,0.0042,Triglycerides to Total-Lipids in Large VLDL percentage
LA%,0.0022,0.0032,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-C%,0.0022,0.0032,Cholesterol to Total-Lipids in Medium LDL percentage
DHA%,0.0045,0.0032,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-PL%,0.0017,0.0029,Phospholipids to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0028,0.0025,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-PL%,0.0020,0.0025,Phospholipids to Total-Lipids in Medium HDL percentage
PUFA,0.0040,0.0023,Polyunsaturated Fatty Acids
Omega-6,0.0028,0.0023,Omega-6 Fatty Acids
XXL-VLDL-TG%,0.0020,0.0021,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6%,0.0020,0.0019,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,0.0022,0.0018,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
