Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.0970,0.0886,Tyrosine
Creatinine,0.1080,0.0855,Creatinine
IDL-CE%,0.0652,0.0676,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.0637,0.0641,Cholesterol to Total-Lipids in Small LDL percentage
IDL-FC%,0.0435,0.0602,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0635,0.0595,Glycine
Albumin,0.0605,0.0459,Albumin
LA%,0.0390,0.0399,Linoleic Acid to Total-Fatty Acids percentage
Acetoacetate,0.0182,0.0346,Acetoacetate
Pyruvate,0.0402,0.0320,Pyruvate
LA,0.0235,0.0300,Linoleic Acid
Total-BCAA,0.0265,0.0293,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
3-Hydroxybutyrate,0.0320,0.0267,3-Hydroxybutyrate
IDL-PL%,0.0263,0.0231,Phospholipids to Total-Lipids in IDL percentage
GlycA,0.0117,0.0198,Glycoprotein Acetyls
Gln,0.0113,0.0185,Glutamine
Citrate,0.0208,0.0181,Citrate
Total-C,0.0112,0.0157,Total-Cholesterol
Acetone,0.0132,0.0153,Acetone
Glu-lactate,0.0140,0.0141,Glucose-lactate
L-HDL-FC%,0.0095,0.0140,Free Cholesterol to Total-Lipids in Large HDL percentage
Val,0.0120,0.0138,Valine
His,0.0105,0.0136,Histidine
Leu,0.0123,0.0131,Leucine
LDL-size,0.0148,0.0120,Average Diameter for LDL Particles
S-HDL-PL%,0.0092,0.0102,Phospholipids to Total-Lipids in Small HDL percentage
Glu,0.0123,0.0101,Glucose
Acetate,0.0090,0.0083,Acetate
S-HDL-FC%,0.0095,0.0078,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-PL%,0.0082,0.0072,Phospholipids to Total-Lipids in Medium LDL percentage
Sc-ala,0.0087,0.0071,Spectrometer-corrected alanine
Lactate,0.0072,0.0066,Lactate
Omega-3%,0.0050,0.0066,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0073,0.0063,Phospholipids to Total-Lipids in Very Large VLDL percentage
Total-P,0.0055,0.0061,Total-Concentration of Lipoprotein Particles
XL-HDL-TG,0.0063,0.0052,Triglycerides in Very Large HDL
L-LDL-PL%,0.0047,0.0051,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0060,0.0049,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL%,0.0057,0.0044,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,0.0015,0.0041,Alanine
M-VLDL-FC%,0.0053,0.0038,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Ile,0.0037,0.0036,Isoleucine
Omega-6%,0.0038,0.0036,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Phe,0.0037,0.0035,Phenylalanine
S-HDL-CE,0.0022,0.0035,Cholesteryl Esters in Small HDL
XXL-VLDL-TG%,0.0040,0.0028,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0007,0.0025,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.0030,0.0023,Cholesteryl Esters to Total-Lipids in Small LDL percentage
M-LDL-C%,0.0017,0.0023,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.0015,0.0023,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-CE%,0.0023,0.0021,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,0.0017,0.0019,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,0.0012,0.0019,Phospholipids to Total-Lipids in Medium HDL percentage
Unsaturation,0.0023,0.0018,Degree of Unsaturation
L-LDL-C%,0.0025,0.0016,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-FC,0.0012,0.0015,Free Cholesterol in Very Large HDL
XXL-VLDL-C%,0.0015,0.0012,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0013,0.0010,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA%,0.0008,0.0007,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.0012,0.0005,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-CE%,0.0002,0.0004,Cholesteryl Esters to Total-Lipids in Large LDL percentage
